SLOT	Player_name	Player_team	Player_position	Player_projection	Player_score	Matchup	Owner	Week
Bench	Jordan Mason	Min	RB	3.1	22.2	AY_v_MR	AY	1
Bench	Ladd McConkey	LAC	WR	10.8	14.9	AY_v_MR	AY	1
Bench	Trey Benson	Ari	RB	6.0	2.8	AY_v_MR	AY	1
Bench	Adonai Mitchell	Ind	WR	6.8	1.2	AY_v_MR	AY	1
QB	Lamar Jackson	Bal	QB	21.0	25.12	AY_v_MR	MR	1
RB	Rachaad White	TB	RB	17.1	16.6	AY_v_MR	MR	1
RB	Josh Jacobs	GB	RB	15.8	12.4	AY_v_MR	MR	1
WR	Puka Nacua	LAR	WR	17.1	8.2	AY_v_MR	MR	1
WR	DK Metcalf	Pit	WR	13.9	5.9	AY_v_MR	MR	1
TE	Pat Freiermuth	Pit	TE	8.8	6.7	AY_v_MR	MR	1
FLEX	Aaron Jones	Min	RB	13.6	18.9	AY_v_MR	MR	1
OP	Jared Goff	Det	QB	17.6	12.38	AY_v_MR	MR	1
D/ST	Eagles	Phi	D/ST	5.6	1.0	AY_v_MR	MR	1
Bench	Amari Cooper	Buf	WR	13.8	3.6	AY_v_MR	MR	1
Bench	Courtland Sutton	Den	WR	11.9	7.8	AY_v_MR	MR	1
Bench	Gus Edwards	FA	RB	9.5	3.8	AY_v_MR	MR	1
Bench	Will Levis	Ten	QB	15.5	8.68	AY_v_MR	MR	1
Bench	Darnell Mooney	Atl	WR	10.3	2.5	AY_v_MR	MR	1
Bench	Gardner Minshew	KC	QB	16.0	11.78	AY_v_MR	MR	1
Bench	Ja'Lynn Polk	NE	WR	9.6	1.6	AY_v_MR	MR	1
QB	Joe Burrow	Cin	QB	19.9	8.06	CM_v_MF	CM	1
RB	Kyren Williams	LAR	RB	15.7	14.4	CM_v_MF	CM	1
RB	Zamir White	LV	RB	13.2	4.6	CM_v_MF	CM	1
WR	CeeDee Lamb	Dal	WR	20.3	13.6	CM_v_MF	CM	1
WR	Zay Flowers	Bal	WR	14.8	11.1	CM_v_MF	CM	1
TE	Travis Kelce	KC	TE	14.1	6.4	CM_v_MF	CM	1
FLEX	Joshua Palmer	Buf	WR	12.2	3.5	CM_v_MF	CM	1
OP	Justin Herbert	LAC	QB	17.7	10.36	CM_v_MF	CM	1
D/ST	Bears	Chi	D/ST	8.1	27.0	CM_v_MF	CM	1
Bench	Javonte Williams	Dal	RB	12.3	3.3	CM_v_MF	CM	1
Bench	Zack Moss	Cin	RB	10.8	14.1	CM_v_MF	CM	1
Bench	Khalil Shakir	Buf	WR	9.3	13.2	CM_v_MF	CM	1
Bench	Drake Maye	NE	QB	0.0	0.0	CM_v_MF	CM	1
Bench	Cade Otton	TB	TE	7.6	1.5	CM_v_MF	CM	1
Bench	Adam Thielen	Car	WR	11.2	7.9	CM_v_MF	CM	1
Bench	Tyrone Tracy Jr.	NYG	RB	4.0	1.7	CM_v_MF	CM	1
QB	Caleb Williams	Chi	QB	18.1	7.22	CM_v_MF	MF	1
RB	Isiah Pacheco	KC	RB	15.3	15.8	CM_v_MF	MF	1
RB	J.K. Dobbins	LAC	RB	11.8	22.9	CM_v_MF	MF	1
WR	Amon-Ra St. Brown	Det	WR	19.4	4.3	CM_v_MF	MF	1
WR	DJ Moore	Chi	WR	13.6	10.0	CM_v_MF	MF	1
TE	Dalton Kincaid	Buf	TE	11.5	2.1	CM_v_MF	MF	1
FLEX	David Montgomery	Det	RB	12.7	16.3	CM_v_MF	MF	1
OP	Tua Tagovailoa	Mia	QB	16.1	18.62	CM_v_MF	MF	1
D/ST	Steelers	Pit	D/ST	7.0	13.0	CM_v_MF	MF	1
Bench	Ezekiel Elliott	FA	RB	9.8	12.9	CM_v_MF	MF	1
Bench	Jayden Reed	GB	WR	11.8	33.1	CM_v_MF	MF	1
Bench	Gabe Davis	Jax	WR	9.8	9.2	CM_v_MF	MF	1
Bench	Michael Penix Jr.	Atl	QB	0.0	0.0	CM_v_MF	MF	1
Bench	Hollywood Brown	KC	WR	0.0	0.0	CM_v_MF	MF	1
Bench	Alexander Mattison	Mia	RB	5.2	16.2	CM_v_MF	MF	1
Bench	Quentin Johnston	LAC	WR	8.3	6.8	CM_v_MF	MF	1
QB	C.J. Stroud	Hou	QB	19.9	18.66	ZW_v_SH	ZW	1
RB	Jonathan Taylor	Ind	RB	16.8	10.8	ZW_v_SH	ZW	1
RB	Derrick Henry	Bal	RB	14.7	10.6	ZW_v_SH	ZW	1
WR	Nico Collins	Hou	WR	14.5	17.7	ZW_v_SH	ZW	1
WR	Jaylen Waddle	Mia	WR	13.7	16.2	ZW_v_SH	ZW	1
TE	David Njoku	Cle	TE	11.0	8.4	ZW_v_SH	ZW	1
FLEX	Brian Robinson Jr.	Wsh	RB	11.7	17.9	ZW_v_SH	ZW	1
OP	Jayden Daniels	Wsh	QB	18.7	28.16	ZW_v_SH	ZW	1
D/ST	Browns	Cle	D/ST	7.3	5.0	ZW_v_SH	ZW	1
Bench	Keenan Allen	Chi	WR	12.9	6.9	ZW_v_SH	ZW	1
Bench	Rico Dowdle	Car	RB	6.8	4.2	ZW_v_SH	ZW	1
Bench	T.J. Hockenson	Min	TE	0.0	0.0	ZW_v_SH	ZW	1
Bench	Brandin Cooks	Dal	WR	9.2	14.5	ZW_v_SH	ZW	1
Bench	Taysom Hill	NO	TE	7.2	4.6	ZW_v_SH	ZW	1
Bench	Kimani Vidal	LAC	RB	0.4	0.0	ZW_v_SH	ZW	1
Bench	Bucky Irving	TB	RB	5.9	9.6	ZW_v_SH	ZW	1
QB	Jalen Hurts	Phi	QB	21.9	18.42	ZW_v_SH	SH	1
RB	Jahmyr Gibbs	Det	RB	16.6	17.4	ZW_v_SH	SH	1
RB	Tony Pollard	Ten	RB	11.0	18.4	ZW_v_SH	SH	1
WR	Chris Olave	NO	WR	16.3	3.1	ZW_v_SH	SH	1
WR	Michael Pittman Jr.	Ind	WR	15.5	7.1	ZW_v_SH	SH	1
TE	Mark Andrews	Bal	TE	13.1	3.4	ZW_v_SH	SH	1
FLEX	Tank Dell	Hou	WR	13.4	8.9	ZW_v_SH	SH	1
OP	Anthony Richardson	Ind	QB	19.9	27.08	ZW_v_SH	SH	1
D/ST	Chargers	LAC	D/ST	7.3	16.0	ZW_v_SH	SH	1
Bench	Jerome Ford	Cle	RB	11.9	18.9	ZW_v_SH	SH	1
Bench	Chase Brown	Cin	RB	11.3	5.3	ZW_v_SH	SH	1
Bench	Tyjae Spears	Ten	RB	10.7	7.2	ZW_v_SH	SH	1
Bench	Jameson Williams	Det	WR	10.6	24.4	ZW_v_SH	SH	1
Bench	Derek Carr	NO	QB	15.6	21.3	ZW_v_SH	SH	1
Bench	Isaiah Likely	Bal	TE	5.0	26.1	ZW_v_SH	SH	1
Bench	Dontayvion Wicks	GB	WR	7.8	0.0	ZW_v_SH	SH	1
QB	Josh Allen	Buf	QB	24.4	31.18	JK_v_EM	JK	1
RB	James Conner	Ari	RB	13.3	19.3	JK_v_EM	JK	1
RB	Raheem Mostert	LV	RB	11.2	3.9	JK_v_EM	JK	1
WR	Cooper Kupp	Sea	WR	14.8	32.0	JK_v_EM	JK	1
WR	Davante Adams	LAR	WR	16.4	10.9	JK_v_EM	JK	1
TE	Evan Engram	Den	TE	12.0	1.5	JK_v_EM	JK	1
FLEX	DeVonta Smith	Phi	WR	14.5	15.4	JK_v_EM	JK	1
OP	Dak Prescott	Dal	QB	17.5	11.46	JK_v_EM	JK	1
D/ST	Ravens	Bal	D/ST	4.6	3.0	JK_v_EM	JK	1
Bench	Austin Ekeler	Wsh	RB	12.1	10.2	JK_v_EM	JK	1
Bench	Tyler Lockett	FA	WR	11.2	13.7	JK_v_EM	JK	1
Bench	Geno Smith	LV	QB	17.9	18.84	JK_v_EM	JK	1
Bench	Jaleel McLaughlin	Den	RB	8.0	5.8	JK_v_EM	JK	1
Bench	DeMario Douglas	NE	WR	10.9	3.2	JK_v_EM	JK	1
Bench	Zach Charbonnet	Sea	RB	8.9	12.1	JK_v_EM	JK	1
Bench	MarShawn Lloyd	GB	RB	0.0	0.0	JK_v_EM	JK	1
QB	Patrick Mahomes	KC	QB	20.3	16.14	JK_v_EM	EM	1
RB	Travis Etienne Jr.	Jax	RB	14.3	11.9	JK_v_EM	EM	1
RB	D'Andre Swift	Chi	RB	12.6	5.0	JK_v_EM	EM	1
WR	Brandon Aiyuk	SF	WR	13.5	4.8	JK_v_EM	EM	1
WR	Stefon Diggs	Hou	WR	14.3	21.9	JK_v_EM	EM	1
TE	George Kittle	SF	TE	11.3	8.0	JK_v_EM	EM	1
FLEX	Christian Kirk	Hou	WR	12.8	4.0	JK_v_EM	EM	1
OP	Aaron Rodgers	FA	QB	16.8	9.58	JK_v_EM	EM	1
D/ST	Cowboys	Dal	D/ST	7.8	20.0	JK_v_EM	EM	1
Bench	Jaxon Smith-Njigba	Sea	WR	12.5	3.9	JK_v_EM	EM	1
Bench	Devin Singletary	NYG	RB	12.0	9.2	JK_v_EM	EM	1
Bench	Mike Williams	LAC	WR	7.7	0.0	JK_v_EM	EM	1
Bench	Russell Wilson	Pit	QB	0.0	0.0	JK_v_EM	EM	1
Bench	DeAndre Hopkins	Bal	WR	11.9	1.8	JK_v_EM	EM	1
Bench	Romeo Doubs	GB	WR	9.0	9.0	JK_v_EM	EM	1
Bench	Rashod Bateman	Bal	WR	7.4	7.3	JK_v_EM	EM	1
QB	Jordan Love	GB	QB	19.3	17.4	CC_v_DW	CC	1
RB	Christian McCaffrey	SF	RB	0.0	0.0	CC_v_DW	CC	1
RB	Saquon Barkley	Phi	RB	17.3	33.2	CC_v_DW	CC	1
WR	Malik Nabers	NYG	WR	14.0	11.6	CC_v_DW	CC	1
WR	George Pickens	Pit	WR	12.8	13.5	CC_v_DW	CC	1
TE	Kyle Pitts	Atl	TE	10.4	11.6	CC_v_DW	CC	1
FLEX	Diontae Johnson	Bal	WR	13.3	3.9	CC_v_DW	CC	1
OP	Trevor Lawrence	Jax	QB	16.3	11.28	CC_v_DW	CC	1
D/ST	49ers	SF	D/ST	6.4	8.0	CC_v_DW	CC	1
Bench	Jaylen Warren	Pit	RB	10.2	4.0	CC_v_DW	CC	1
Bench	Bryce Young	Car	QB	14.3	11.64	CC_v_DW	CC	1
Bench	Rome Odunze	Chi	WR	9.7	2.1	CC_v_DW	CC	1
Bench	Ty Chandler	Min	RB	8.8	7.2	CC_v_DW	CC	1
Bench	Jordan Addison	Min	WR	11.7	6.5	CC_v_DW	CC	1
Bench	Dallas Goedert	Phi	TE	10.0	7.1	CC_v_DW	CC	1
Bench	Rashid Shaheed	NO	WR	9.4	16.3	CC_v_DW	CC	1
QB	Baker Mayfield	TB	QB	18.2	29.66	CC_v_DW	DW	1
RB	De'Von Achane	Mia	RB	14.0	23.0	CC_v_DW	DW	1
RB	Alvin Kamara	NO	RB	17.7	22.0	CC_v_DW	DW	1
WR	Justin Jefferson	Min	WR	18.1	15.9	CC_v_DW	DW	1
WR	Chris Godwin	TB	WR	13.9	22.3	CC_v_DW	DW	1
TE	Trey McBride	Ari	TE	12.5	8.0	CC_v_DW	DW	1
FLEX	Breece Hall	NYJ	RB	17.9	18.3	CC_v_DW	DW	1
OP	Sam Darnold	Sea	QB	16.7	15.62	CC_v_DW	DW	1
D/ST	Bengals	Cin	D/ST	8.6	5.0	CC_v_DW	DW	1
Bench	Bo Nix	Den	QB	14.0	13.02	CC_v_DW	DW	1
Bench	Christian Watson	GB	WR	12.3	10.3	CC_v_DW	DW	1
Bench	Brian Thomas Jr.	Jax	WR	11.0	14.7	CC_v_DW	DW	1
Bench	Jonathon Brooks	Car	RB	0.0	0.0	CC_v_DW	DW	1
Bench	Curtis Samuel	Buf	WR	10.9	3.5	CC_v_DW	DW	1
Bench	Jakobi Meyers	LV	WR	11.1	9.4	CC_v_DW	DW	1
Bench	Jaylen Wright	Mia	RB	0.0	0.0	CC_v_DW	DW	1
QB	Brock Purdy	SF	QB	18.7	14.96	JR_v_JK	JR	2
RB	Bijan Robinson	Atl	RB	22.2	16.2	JR_v_JK	JR	2
RB	Rhamondre Stevenson	NE	RB	14.8	17.0	JR_v_JK	JR	2
WR	Mike Evans	TB	WR	15.3	7.2	JR_v_JK	JR	2
WR	Xavier Worthy	KC	WR	12.0	4.2	JR_v_JK	JR	2
TE	Brock Bowers	LV	TE	10.2	18.8	JR_v_JK	JR	2
FLEX	Xavier Legette	Car	WR	8.5	0.0	JR_v_JK	JR	2
OP	Malik Willis	GB	QB	16.9	12.98	JR_v_JK	JR	2
D/ST	Dolphins	Mia	D/ST	5.5	2.0	JR_v_JK	JR	2
Bench	A.J. Brown	Phi	WR	0.0	0.0	JR_v_JK	JR	2
Bench	Kenneth Walker III	Sea	RB	0.0	0.0	JR_v_JK	JR	2
Bench	Tee Higgins	Cin	WR	0.0	0.0	JR_v_JK	JR	2
Bench	Jake Ferguson	Dal	TE	0.0	0.0	JR_v_JK	JR	2
Bench	Deshaun Watson	Cle	QB	14.5	15.44	JR_v_JK	JR	2
Bench	Antonio Gibson	NE	RB	7.1	11.3	JR_v_JK	JR	2
Bench	Keon Coleman	Buf	WR	11.2	0.0	JR_v_JK	JR	2
QB	Josh Allen	Buf	QB	21.8	9.76	JR_v_JK	JK	2
RB	James Conner	Ari	RB	15.6	19.4	JR_v_JK	JK	2
RB	Zach Charbonnet	Sea	RB	16.0	17.9	JR_v_JK	JK	2
WR	Cooper Kupp	Sea	WR	19.2	7.7	JR_v_JK	JK	2
WR	DeVonta Smith	Phi	WR	16.8	20.6	JR_v_JK	JK	2
TE	Evan Engram	Den	TE	0.0	0.0	JR_v_JK	JK	2
FLEX	Davante Adams	LAR	WR	15.8	26.0	JR_v_JK	JK	2
OP	Dak Prescott	Dal	QB	18.0	14.92	JR_v_JK	JK	2
D/ST	Ravens	Bal	D/ST	8.3	10.0	JR_v_JK	JK	2
Bench	Raheem Mostert	LV	RB	0.0	0.0	JR_v_JK	JK	2
Bench	Austin Ekeler	Wsh	RB	10.8	11.5	JR_v_JK	JK	2
Bench	Tyler Lockett	FA	WR	10.7	3.5	JR_v_JK	JK	2
Bench	Geno Smith	LV	QB	17.2	17.88	JR_v_JK	JK	2
Bench	Jaleel McLaughlin	Den	RB	11.0	0.6	JR_v_JK	JK	2
Bench	DeMario Douglas	NE	WR	9.0	0.0	JR_v_JK	JK	2
Bench	MarShawn Lloyd	GB	RB	1.2	2.8	JR_v_JK	JK	2
QB	Lamar Jackson	Bal	QB	21.5	17.38	MR_v_ZW	MR	2
RB	Rachaad White	TB	RB	14.5	3.3	MR_v_ZW	MR	2
RB	Josh Jacobs	GB	RB	14.8	13.1	MR_v_ZW	MR	2
WR	DK Metcalf	Pit	WR	14.0	28.9	MR_v_ZW	MR	2
WR	Amari Cooper	Buf	WR	12.2	4.1	MR_v_ZW	MR	2
TE	Pat Freiermuth	Pit	TE	7.8	7.9	MR_v_ZW	MR	2
FLEX	Aaron Jones	Min	RB	12.5	9.8	MR_v_ZW	MR	2
OP	Jared Goff	Det	QB	16.9	10.78	MR_v_ZW	MR	2
D/ST	Eagles	Phi	D/ST	5.3	0.0	MR_v_ZW	MR	2
Bench	Puka Nacua	LAR	WR	0.0	0.0	MR_v_ZW	MR	2
Bench	Courtland Sutton	Den	WR	11.1	3.6	MR_v_ZW	MR	2
Bench	Gus Edwards	FA	RB	9.4	5.9	MR_v_ZW	MR	2
Bench	Will Levis	Ten	QB	14.6	12.48	MR_v_ZW	MR	2
Bench	Gardner Minshew	KC	QB	13.7	13.94	MR_v_ZW	MR	2
Bench	Tyler Johnson	LAR	WR	9.6	4.0	MR_v_ZW	MR	2
Bench	Demarcus Robinson	SF	WR	10.4	7.0	MR_v_ZW	MR	2
QB	C.J. Stroud	Hou	QB	18.9	14.3	MR_v_ZW	ZW	2
RB	Jonathan Taylor	Ind	RB	18.8	15.5	MR_v_ZW	ZW	2
RB	Derrick Henry	Bal	RB	16.4	16.6	MR_v_ZW	ZW	2
WR	Nico Collins	Hou	WR	14.9	27.5	MR_v_ZW	ZW	2
WR	Jaylen Waddle	Mia	WR	14.7	8.5	MR_v_ZW	ZW	2
TE	Tyler Conklin	NYJ	TE	7.8	2.0	MR_v_ZW	ZW	2
FLEX	Brian Robinson Jr.	Wsh	RB	14.4	14.6	MR_v_ZW	ZW	2
OP	Jayden Daniels	Wsh	QB	20.6	13.44	MR_v_ZW	ZW	2
D/ST	Browns	Cle	D/ST	7.4	10.0	MR_v_ZW	ZW	2
Bench	Keenan Allen	Chi	WR	0.0	0.0	MR_v_ZW	ZW	2
Bench	David Njoku	Cle	TE	0.0	0.0	MR_v_ZW	ZW	2
Bench	Rico Dowdle	Car	RB	9.5	9.9	MR_v_ZW	ZW	2
Bench	Brandin Cooks	Dal	WR	9.9	3.6	MR_v_ZW	ZW	2
Bench	Taysom Hill	NO	TE	6.1	2.9	MR_v_ZW	ZW	2
Bench	Kimani Vidal	LAC	RB	0.0	0.0	MR_v_ZW	ZW	2
Bench	Bucky Irving	TB	RB	6.2	2.2	MR_v_ZW	ZW	2
QB	Caleb Williams	Chi	QB	17.3	9.36	MF_v_EM	MF	2
RB	Isiah Pacheco	KC	RB	16.4	16.1	MF_v_EM	MF	2
RB	J.K. Dobbins	LAC	RB	13.2	20.1	MF_v_EM	MF	2
WR	Amon-Ra St. Brown	Det	WR	18.3	22.9	MF_v_EM	MF	2
WR	DJ Moore	Chi	WR	15.3	11.3	MF_v_EM	MF	2
TE	Dalton Kincaid	Buf	TE	10.5	7.3	MF_v_EM	MF	2
FLEX	David Montgomery	Det	RB	12.8	17.0	MF_v_EM	MF	2
OP	Tua Tagovailoa	Mia	QB	18.1	8.5	MF_v_EM	MF	2
D/ST	Steelers	Pit	D/ST	8.8	12.0	MF_v_EM	MF	2
Bench	Ezekiel Elliott	FA	RB	10.5	5.2	MF_v_EM	MF	2
Bench	Jayden Reed	GB	WR	11.5	6.6	MF_v_EM	MF	2
Bench	Gabe Davis	Jax	WR	10.1	7.3	MF_v_EM	MF	2
Bench	Michael Penix Jr.	Atl	QB	0.0	0.0	MF_v_EM	MF	2
Bench	Alexander Mattison	Mia	RB	8.5	6.1	MF_v_EM	MF	2
Bench	Quentin Johnston	LAC	WR	9.8	22.1	MF_v_EM	MF	2
Bench	Darnell Mooney	Atl	WR	10.8	17.8	MF_v_EM	MF	2
QB	Patrick Mahomes	KC	QB	22.0	14.94	MF_v_EM	EM	2
RB	Travis Etienne Jr.	Jax	RB	14.8	14.8	MF_v_EM	EM	2
RB	D'Andre Swift	Chi	RB	11.9	8.2	MF_v_EM	EM	2
WR	Brandon Aiyuk	SF	WR	14.2	8.3	MF_v_EM	EM	2
WR	Stefon Diggs	Hou	WR	14.7	7.7	MF_v_EM	EM	2
TE	George Kittle	SF	TE	11.7	20.6	MF_v_EM	EM	2
FLEX	Christian Kirk	Hou	WR	11.8	0.9	MF_v_EM	EM	2
OP	Aaron Rodgers	FA	QB	17.3	15.14	MF_v_EM	EM	2
D/ST	Cowboys	Dal	D/ST	7.8	-1.0	MF_v_EM	EM	2
Bench	Jaxon Smith-Njigba	Sea	WR	11.1	23.7	MF_v_EM	EM	2
Bench	Devin Singletary	NYG	RB	13.2	14.5	MF_v_EM	EM	2
Bench	Mike Williams	LAC	WR	7.2	2.9	MF_v_EM	EM	2
Bench	Russell Wilson	Pit	QB	0.0	0.0	MF_v_EM	EM	2
Bench	DeAndre Hopkins	Bal	WR	10.4	1.9	MF_v_EM	EM	2
Bench	Romeo Doubs	GB	WR	9.3	9.2	MF_v_EM	EM	2
Bench	Rashod Bateman	Bal	WR	6.6	7.0	MF_v_EM	EM	2
QB	Baker Mayfield	TB	QB	17.4	19.8	DW_v_SH	DW	2
RB	Breece Hall	NYJ	RB	22.2	24.4	DW_v_SH	DW	2
RB	De'Von Achane	Mia	RB	17.0	29.5	DW_v_SH	DW	2
WR	Justin Jefferson	Min	WR	18.5	23.3	DW_v_SH	DW	2
WR	Chris Godwin	TB	WR	14.8	24.7	DW_v_SH	DW	2
TE	Trey McBride	Ari	TE	13.0	18.7	DW_v_SH	DW	2
FLEX	Alvin Kamara	NO	RB	16.5	44.0	DW_v_SH	DW	2
OP	Sam Darnold	Sea	QB	14.7	20.92	DW_v_SH	DW	2
D/ST	Colts	Ind	D/ST	7.4	3.0	DW_v_SH	DW	2
Bench	Bo Nix	Den	QB	13.5	10.34	DW_v_SH	DW	2
Bench	Christian Watson	GB	WR	11.0	0.0	DW_v_SH	DW	2
Bench	Brian Thomas Jr.	Jax	WR	11.8	11.4	DW_v_SH	DW	2
Bench	Jonathon Brooks	Car	RB	0.0	0.0	DW_v_SH	DW	2
Bench	Braelon Allen	NYJ	RB	5.4	19.6	DW_v_SH	DW	2
Bench	Jaylen Wright	Mia	RB	4.8	0.4	DW_v_SH	DW	2
Bench	Wan'Dale Robinson	NYG	WR	10.2	9.8	DW_v_SH	DW	2
QB	Jalen Hurts	Phi	QB	22.4	24.82	DW_v_SH	SH	2
RB	Jahmyr Gibbs	Det	RB	16.9	17.6	DW_v_SH	SH	2
RB	Tony Pollard	Ten	RB	12.2	15.2	DW_v_SH	SH	2
WR	Chris Olave	NO	WR	14.2	12.8	DW_v_SH	SH	2
WR	Michael Pittman Jr.	Ind	WR	14.7	5.1	DW_v_SH	SH	2
TE	Mark Andrews	Bal	TE	11.2	9.1	DW_v_SH	SH	2
FLEX	Tank Dell	Hou	WR	13.1	2.3	DW_v_SH	SH	2
OP	Anthony Richardson	Ind	QB	19.2	12.86	DW_v_SH	SH	2
D/ST	Chargers	LAC	D/ST	7.6	11.0	DW_v_SH	SH	2
Bench	Jerome Ford	Cle	RB	13.9	7.4	DW_v_SH	SH	2
Bench	Tyjae Spears	Ten	RB	9.8	5.1	DW_v_SH	SH	2
Bench	Jameson Williams	Det	WR	12.1	14.4	DW_v_SH	SH	2
Bench	Derek Carr	NO	QB	14.1	22.82	DW_v_SH	SH	2
Bench	Isaiah Likely	Bal	TE	8.9	4.6	DW_v_SH	SH	2
Bench	Dontayvion Wicks	GB	WR	5.4	11.6	DW_v_SH	SH	2
Bench	Justice Hill	Bal	RB	5.9	5.2	DW_v_SH	SH	2
QB	Bryce Young	Car	QB	15.4	2.96	CC_v_AY	CC	2
RB	Saquon Barkley	Phi	RB	18.2	17.6	CC_v_AY	CC	2
RB	Jaylen Warren	Pit	RB	9.3	8.1	CC_v_AY	CC	2
WR	Malik Nabers	NYG	WR	13.5	28.7	CC_v_AY	CC	2
WR	George Pickens	Pit	WR	12.5	4.9	CC_v_AY	CC	2
TE	Kyle Pitts	Atl	TE	11.7	5.0	CC_v_AY	CC	2
FLEX	Diontae Johnson	Bal	WR	11.6	4.5	CC_v_AY	CC	2
OP	Trevor Lawrence	Jax	QB	15.6	13.3	CC_v_AY	CC	2
D/ST	49ers	SF	D/ST	8.7	7.0	CC_v_AY	CC	2
Bench	Christian McCaffrey	SF	RB	0.0	0.0	CC_v_AY	CC	2
Bench	Jordan Love	GB	QB	0.0	0.0	CC_v_AY	CC	2
Bench	Rome Odunze	Chi	WR	11.5	5.3	CC_v_AY	CC	2
Bench	Ty Chandler	Min	RB	6.0	8.2	CC_v_AY	CC	2
Bench	Jordan Addison	Min	WR	0.0	0.0	CC_v_AY	CC	2
Bench	Dallas Goedert	Phi	TE	11.8	6.8	CC_v_AY	CC	2
Bench	Rashid Shaheed	NO	WR	11.7	20.9	CC_v_AY	CC	2
QB	Kyler Murray	Ari	QB	19.3	28.54	CC_v_AY	AY	2
RB	James Cook	Buf	RB	15.1	28.5	CC_v_AY	AY	2
RB	Joe Mixon	Hou	RB	16.4	8.0	CC_v_AY	AY	2
WR	Ja'Marr Chase	Cin	WR	18.9	7.5	CC_v_AY	AY	2
WR	Rashee Rice	KC	WR	17.0	18.5	CC_v_AY	AY	2
TE	Dalton Schultz	Hou	TE	8.6	4.1	CC_v_AY	AY	2
FLEX	Jordan Mason	Min	RB	16.8	17.4	CC_v_AY	AY	2
OP	Daniel Jones	Ind	QB	18.1	18.32	CC_v_AY	AY	2
D/ST	Raiders	LV	D/ST	4.6	3.0	CC_v_AY	AY	2
