SLOT	Player_name	Player_team	Player_position	Player_projection	Player_score	Matchup	Owner	Week
Bench	LeSean McCoy	KC	RB	5.1	10.3	ZW_v_MF	ZW	1
Bench	Donte Moncrief	Car	WR	9.9	3.7	ZW_v_MF	ZW	1
Bench	Kalen Ballage	Mia	RB	7.0	2.2	ZW_v_MF	ZW	1
Bench	Justice Hill	Bal	RB	3.5	2.7	ZW_v_MF	ZW	1
Bench	Trey Quinn	Wsh	WR	8.8	13.3	ZW_v_MF	ZW	1
Bench	Mike Gesicki	Mia	TE	6.3	5.1	ZW_v_MF	ZW	1
QB	Ben Roethlisberger	Pit	QB	21.7	13.5	ZW_v_MF	MF	1
RB	David Johnson	Ari	RB	19.4	25.7	ZW_v_MF	MF	1
RB	Tevin Coleman	SF	RB	11.7	7.6	ZW_v_MF	MF	1
WR	Keenan Allen	LAC	WR	15.9	26.3	ZW_v_MF	MF	1
WR	Tyler Lockett	Sea	WR	12.7	11.4	ZW_v_MF	MF	1
TE	George Kittle	SF	TE	14.9	13.4	ZW_v_MF	MF	1
FLEX	Dede Westbrook	Jax	WR	12.5	14.2	ZW_v_MF	MF	1
D/ST	Panthers	Car	D/ST	6.3	4.0	ZW_v_MF	MF	1
Bench	Delanie Walker	Ten	TE	9.3	22.5	ZW_v_MF	MF	1
Bench	Marquez Valdes-Scantling	GB	WR	8.8	9.2	ZW_v_MF	MF	1
Bench	Jared Goff	LAR	QB	20.8	12.3	ZW_v_MF	MF	1
Bench	Albert Wilson	Mia	WR	8.5	3.4	ZW_v_MF	MF	1
Bench	Paul Richardson Jr.	Wsh	WR	8.8	7.6	ZW_v_MF	MF	1
Bench	Greg Olsen	Sea	TE	8.4	7.6	ZW_v_MF	MF	1
Bench	Ted Ginn Jr.	NO	WR	8.1	17.1	ZW_v_MF	MF	1
QB	Jimmy Garoppolo	SF	QB	20.9	13.1	AY_v_EM	AY	1
RB	James Conner	Pit	RB	15.2	10.5	AY_v_EM	AY	1
RB	Chris Carson	Sea	RB	15.6	24.0	AY_v_EM	AY	1
WR	Tyreek Hill	KC	WR	17.3	4.1	AY_v_EM	AY	1
WR	Alshon Jeffery	Phi	WR	12.2	22.1	AY_v_EM	AY	1
TE	Jared Cook	NO	TE	10.7	5.7	AY_v_EM	AY	1
FLEX	T.Y. Hilton	Ind	WR	12.8	28.7	AY_v_EM	AY	1
D/ST	Eagles	Phi	D/ST	7.9	0.0	AY_v_EM	AY	1
Bench	Jarvis Landry	Cle	WR	11.4	11.7	AY_v_EM	AY	1
Bench	Latavius Murray	NO	RB	8.3	12.7	AY_v_EM	AY	1
Bench	Tony Pollard	Dal	RB	4.7	2.4	AY_v_EM	AY	1
Bench	John Brown	Buf	WR	8.6	25.3	AY_v_EM	AY	1
Bench	Malcolm Brown	LAR	RB	2.5	17.3	AY_v_EM	AY	1
Bench	Alexander Mattison	Min	RB	3.3	4.9	AY_v_EM	AY	1
Bench	Darren Waller	Oak	TE	8.7	14.0	AY_v_EM	AY	1
QB	Drew Brees	NO	QB	21.7	25.5	AY_v_EM	EM	1
RB	Aaron Jones	GB	RB	12.5	4.9	AY_v_EM	EM	1
RB	Leonard Fournette	Jax	RB	17.4	11.4	AY_v_EM	EM	1
WR	Michael Thomas	NO	WR	18.5	22.3	AY_v_EM	EM	1
WR	Stefon Diggs	Min	WR	14.3	5.7	AY_v_EM	EM	1
TE	Austin Hooper	Atl	TE	9.3	16.7	AY_v_EM	EM	1
FLEX	Emmanuel Sanders	SF	WR	12.0	19.6	AY_v_EM	EM	1
D/ST	Rams	LAR	D/ST	6.2	11.0	AY_v_EM	EM	1
Bench	Aaron Rodgers	GB	QB	19.2	14.95	AY_v_EM	EM	1
Bench	Marvin Jones Jr.	Det	WR	12.2	10.0	AY_v_EM	EM	1
Bench	Carlos Hyde	Hou	RB	3.7	9.5	AY_v_EM	EM	1
Bench	Peyton Barber	TB	RB	9.4	6.5	AY_v_EM	EM	1
Bench	Jamison Crowder	NYJ	WR	9.8	24.3	AY_v_EM	EM	1
Bench	Chris Thompson	Wsh	RB	9.6	14.8	AY_v_EM	EM	1
Bench	Mohamed Sanu Sr.	NE	WR	9.2	10.7	AY_v_EM	EM	1
QB	Baker Mayfield	Cle	QB	20.0	15.25	CM_v_DW	CM	1
RB	Ezekiel Elliott	Dal	RB	21.4	13.3	CM_v_DW	CM	1
RB	Damien Williams	KC	RB	12.2	18.5	CM_v_DW	CM	1
WR	Odell Beckham Jr.	Cle	WR	16.3	14.1	CM_v_DW	CM	1
WR	DJ Moore	Car	WR	13.0	12.6	CM_v_DW	CM	1
TE	Zach Ertz	Phi	TE	13.2	10.4	CM_v_DW	CM	1
FLEX	Corey Davis	Ten	WR	10.2	0.0	CM_v_DW	CM	1
D/ST	Browns	Cle	D/ST	8.0	1.0	CM_v_DW	CM	1
Bench	Melvin Gordon	LAC	RB	0.0	0.0	CM_v_DW	CM	1
Bench	A.J. Green	Cin	WR	0.0	0.0	CM_v_DW	CM	1
Bench	Rashaad Penny	Sea	RB	9.2	1.8	CM_v_DW	CM	1
Bench	Jack Doyle	Ind	TE	8.2	3.0	CM_v_DW	CM	1
Bench	Jalen Richard	Oak	RB	8.7	0.3	CM_v_DW	CM	1
Bench	Ito Smith	Atl	RB	6.1	5.0	CM_v_DW	CM	1
Bench	Philip Rivers	LAC	QB	19.9	28.25	CM_v_DW	CM	1
QB	Deshaun Watson	Hou	QB	25.2	34.4	CM_v_DW	DW	1
RB	Nick Chubb	Cle	RB	17.7	11.5	CM_v_DW	DW	1
RB	Tarik Cohen	Chi	RB	11.2	12.9	CM_v_DW	DW	1
WR	DeAndre Hopkins	Hou	WR	19.7	31.1	CM_v_DW	DW	1
WR	Adam Thielen	Min	WR	15.3	13.3	CM_v_DW	DW	1
TE	T.J. Hockenson	Det	TE	7.1	25.1	CM_v_DW	DW	1
FLEX	Austin Ekeler	LAC	RB	15.9	39.4	CM_v_DW	DW	1
D/ST	Ravens	Bal	D/ST	6.1	14.0	CM_v_DW	DW	1
Bench	Josh Gordon	Sea	WR	12.7	16.3	CM_v_DW	DW	1
Bench	Justin Jackson	LAC	RB	9.0	7.1	CM_v_DW	DW	1
Bench	Darrell Henderson Jr.	LAR	RB	5.9	0.0	CM_v_DW	DW	1
Bench	Larry Fitzgerald	Ari	WR	10.9	25.3	CM_v_DW	DW	1
Bench	Trey Burton	Chi	TE	0.0	0.0	CM_v_DW	DW	1
Bench	Kyler Murray	Ari	QB	21.3	25.7	CM_v_DW	DW	1
Bench	Mecole Hardman	KC	WR	5.9	0.0	CM_v_DW	DW	1
QB	Tom Brady	NE	QB	21.7	29.05	SH_v_JK	SH	1
RB	Todd Gurley II	LAR	RB	17.0	11.1	SH_v_JK	SH	1
RB	Derrick Henry	Ten	RB	13.8	28.9	SH_v_JK	SH	1
WR	Davante Adams	GB	WR	16.9	7.6	SH_v_JK	SH	1
WR	Julian Edelman	NE	WR	16.4	16.7	SH_v_JK	SH	1
TE	O.J. Howard	TB	TE	10.3	5.2	SH_v_JK	SH	1
FLEX	Kenyan Drake	Ari	RB	13.1	4.7	SH_v_JK	SH	1
D/ST	Saints	NO	D/ST	7.7	4.0	SH_v_JK	SH	1
Bench	Antonio Brown	FA	WR	0.0	0.0	SH_v_JK	SH	1
Bench	James Washington	Pit	WR	9.1	7.1	SH_v_JK	SH	1
Bench	Courtland Sutton	Den	WR	10.3	19.0	SH_v_JK	SH	1
Bench	Jaylen Samuels	Pit	RB	6.3	1.6	SH_v_JK	SH	1
Bench	Kareem Hunt	Cle	RB	0.0	0.0	SH_v_JK	SH	1
Bench	Nyheim Hines	Ind	RB	7.5	5.7	SH_v_JK	SH	1
Bench	Giovani Bernard	Cin	RB	8.7	8.3	SH_v_JK	SH	1
QB	Lamar Jackson	Bal	QB	21.6	36.8	SH_v_JK	JK	1
RB	Christian McCaffrey	Car	RB	21.0	42.9	SH_v_JK	JK	1
RB	Devonta Freeman	Atl	RB	14.3	4.1	SH_v_JK	JK	1
WR	Kenny Golladay	Det	WR	14.0	14.2	SH_v_JK	JK	1
WR	Robby Anderson	NYJ	WR	11.4	5.3	SH_v_JK	JK	1
TE	Travis Kelce	KC	TE	16.7	11.8	SH_v_JK	JK	1
FLEX	David Montgomery	Chi	RB	11.1	5.5	SH_v_JK	JK	1
D/ST	Empty	--	--	--	--	SH_v_JK	JK	1
Bench	Miles Sanders	Phi	RB	10.3	3.7	SH_v_JK	JK	1
Bench	Cam Newton	Car	QB	22.0	8.75	SH_v_JK	JK	1
Bench	Dante Pettis	SF	WR	10.2	1.7	SH_v_JK	JK	1
Bench	Anthony Miller	Chi	WR	6.0	0.0	SH_v_JK	JK	1
Bench	Michael Gallup	Dal	WR	10.0	22.8	SH_v_JK	JK	1
Bench	Keke Coutee	Hou	WR	7.4	0.0	SH_v_JK	JK	1
Bench	Texans	Hou	D/ST	3.4	-3.0	SH_v_JK	JK	1
Bench	Cole Beasley	Buf	WR	9.3	9.0	SH_v_JK	JK	1
QB	Patrick Mahomes	KC	QB	28.6	36.05	JR_v_TN	JR	2
RB	Le'Veon Bell	NYJ	RB	19.1	20.9	JR_v_TN	JR	2
RB	Joe Mixon	Cin	RB	14.8	5.7	JR_v_TN	JR	2
WR	Robert Woods	LAR	WR	14.4	6.2	JR_v_TN	JR	2
WR	DeSean Jackson	Phi	WR	11.7	0.0	JR_v_TN	JR	2
TE	Vance McDonald	Pit	TE	9.1	22.8	JR_v_TN	JR	2
FLEX	Mike Williams	LAC	WR	10.0	11.3	JR_v_TN	JR	2
D/ST	Colts	Ind	D/ST	7.4	9.0	JR_v_TN	JR	2
Bench	Derrius Guice	Wsh	RB	0.0	0.0	JR_v_TN	JR	2
Bench	Sterling Shepard	NYG	WR	0.0	0.0	JR_v_TN	JR	2
Bench	Golden Tate	NYG	WR	0.0	0.0	JR_v_TN	JR	2
Bench	Royce Freeman	Den	RB	9.7	15.2	JR_v_TN	JR	2
Bench	DaeSean Hamilton	Den	WR	7.5	3.5	JR_v_TN	JR	2
Bench	Mike Davis	Car	RB	5.2	0.1	JR_v_TN	JR	2
Bench	Willie Snead IV	Bal	WR	6.4	1.5	JR_v_TN	JR	2
QB	Matt Ryan	Atl	QB	22.8	25.3	JR_v_TN	TN	2
RB	Alvin Kamara	NO	RB	20.8	7.0	JR_v_TN	TN	2
RB	Mark Ingram II	Bal	RB	12.8	9.7	JR_v_TN	TN	2
WR	Mike Evans	TB	WR	14.0	10.1	JR_v_TN	TN	2
WR	Tyler Boyd	Cin	WR	12.9	22.2	JR_v_TN	TN	2
TE	David Njoku	Cle	TE	9.4	0.0	JR_v_TN	TN	2
FLEX	Calvin Ridley	Atl	WR	12.5	24.5	JR_v_TN	TN	2
D/ST	Jaguars	Jax	D/ST	7.5	9.0	JR_v_TN	TN	2
Bench	James White	NE	RB	12.2	11.9	JR_v_TN	TN	2
Bench	Curtis Samuel	Car	WR	10.3	14.3	JR_v_TN	TN	2
Bench	Jordan Howard	Phi	RB	7.0	3.6	JR_v_TN	TN	2
Bench	Marquise Brown	Bal	WR	8.7	16.6	JR_v_TN	TN	2
Bench	Mitchell Trubisky	Chi	QB	20.0	6.8	JR_v_TN	TN	2
Bench	Jimmy Graham	GB	TE	8.3	0.0	JR_v_TN	TN	2
Bench	Vikings	Min	D/ST	6.7	7.0	JR_v_TN	TN	2
QB	Drew Brees	NO	QB	20.7	0.9	EM_v_MR	EM	2
RB	Aaron Jones	GB	RB	14.2	25.0	EM_v_MR	EM	2
RB	Leonard Fournette	Jax	RB	15.6	12.7	EM_v_MR	EM	2
WR	Michael Thomas	NO	WR	18.5	18.9	EM_v_MR	EM	2
WR	Stefon Diggs	Min	WR	14.6	9.9	EM_v_MR	EM	2
TE	Austin Hooper	Atl	TE	9.8	7.4	EM_v_MR	EM	2
FLEX	Emmanuel Sanders	SF	WR	10.7	28.8	EM_v_MR	EM	2
D/ST	Rams	LAR	D/ST	5.9	10.0	EM_v_MR	EM	2
Bench	Aaron Rodgers	GB	QB	20.0	16.45	EM_v_MR	EM	2
Bench	Marvin Jones Jr.	Det	WR	10.8	9.3	EM_v_MR	EM	2
Bench	Carlos Hyde	Hou	RB	7.7	9.0	EM_v_MR	EM	2
Bench	Peyton Barber	TB	RB	7.7	15.9	EM_v_MR	EM	2
Bench	Jamison Crowder	NYJ	WR	11.9	8.0	EM_v_MR	EM	2
Bench	Chris Thompson	Wsh	RB	11.6	10.1	EM_v_MR	EM	2
Bench	Mohamed Sanu Sr.	NE	WR	9.4	5.6	EM_v_MR	EM	2
QB	Dak Prescott	Dal	QB	22.1	31.35	EM_v_MR	MR	2
RB	Kerryon Johnson	Det	RB	14.5	16.8	EM_v_MR	MR	2
RB	Marlon Mack	Ind	RB	13.1	8.3	EM_v_MR	MR	2
WR	JuJu Smith-Schuster	Pit	WR	16.3	13.4	EM_v_MR	MR	2
WR	Chris Godwin	TB	WR	14.4	26.1	EM_v_MR	MR	2
TE	Kyle Rudolph	Min	TE	7.6	3.9	EM_v_MR	MR	2
FLEX	Sony Michel	NE	RB	12.0	12.3	EM_v_MR	MR	2
D/ST	Patriots	NE	D/ST	7.0	35.0	EM_v_MR	MR	2
Bench	Phillip Lindsay	Den	RB	13.1	10.6	EM_v_MR	MR	2
Bench	Christian Kirk	Ari	WR	11.2	17.4	EM_v_MR	MR	2
Bench	Will Fuller V	Hou	WR	9.0	8.0	EM_v_MR	MR	2
Bench	Eric Ebron	Ind	TE	7.0	11.5	EM_v_MR	MR	2
Bench	Russell Wilson	Sea	QB	20.6	27.2	EM_v_MR	MR	2
Bench	Ronald Jones II	TB	RB	10.4	0.9	EM_v_MR	MR	2
Bench	Danny Amendola	Det	WR	9.4	0.0	EM_v_MR	MR	2
QB	Ben Roethlisberger	Pit	QB	22.6	3.75	MF_v_CM	MF	2
RB	David Johnson	Ari	RB	17.8	8.4	MF_v_CM	MF	2
RB	Raheem Mostert	SF	RB	7.1	24.1	MF_v_CM	MF	2
WR	Keenan Allen	LAC	WR	18.4	17.8	MF_v_CM	MF	2
WR	Ted Ginn Jr.	NO	WR	9.3	0.0	MF_v_CM	MF	2
TE	George Kittle	SF	TE	15.6	8.4	MF_v_CM	MF	2
FLEX	Delanie Walker	Ten	TE	9.1	7.9	MF_v_CM	MF	2
D/ST	Panthers	Car	D/ST	7.9	7.0	MF_v_CM	MF	2
Bench	Tyler Lockett	Sea	WR	12.1	17.9	MF_v_CM	MF	2
Bench	Tevin Coleman	SF	RB	0.0	0.0	MF_v_CM	MF	2
Bench	Dede Westbrook	Jax	WR	10.8	1.3	MF_v_CM	MF	2
Bench	Marquez Valdes-Scantling	GB	WR	8.8	4.9	MF_v_CM	MF	2
Bench	Jared Goff	LAR	QB	20.6	21.95	MF_v_CM	MF	2
Bench	Albert Wilson	Mia	WR	0.0	0.0	MF_v_CM	MF	2
Bench	Greg Olsen	Sea	TE	9.2	17.0	MF_v_CM	MF	2
QB	Philip Rivers	LAC	QB	20.5	14.85	MF_v_CM	CM	2
RB	Ezekiel Elliott	Dal	RB	21.7	20.0	MF_v_CM	CM	2
RB	Damien Williams	KC	RB	13.9	8.6	MF_v_CM	CM	2
WR	Odell Beckham Jr.	Cle	WR	17.0	28.1	MF_v_CM	CM	2
WR	DJ Moore	Car	WR	13.1	17.9	MF_v_CM	CM	2
TE	Zach Ertz	Phi	TE	14.5	17.2	MF_v_CM	CM	2
FLEX	John Ross III	Cin	WR	11.6	21.2	MF_v_CM	CM	2
D/ST	Browns	Cle	D/ST	7.3	13.0	MF_v_CM	CM	2
Bench	Melvin Gordon	LAC	RB	0.0	0.0	MF_v_CM	CM	2
Bench	A.J. Green	Cin	WR	0.0	0.0	MF_v_CM	CM	2
Bench	Corey Davis	Ten	WR	8.0	6.8	MF_v_CM	CM	2
Bench	Baker Mayfield	Cle	QB	21.2	19.25	MF_v_CM	CM	2
Bench	Rashaad Penny	Sea	RB	6.9	13.5	MF_v_CM	CM	2
Bench	Chris Conley	Jax	WR	10.1	11.3	MF_v_CM	CM	2
Bench	Darren Sproles	Phi	RB	6.1	2.5	MF_v_CM	CM	2
QB	Tom Brady	NE	QB	23.6	27.3	SH_v_ZW	SH	2
RB	Todd Gurley II	LAR	RB	13.7	15.7	SH_v_ZW	SH	2
RB	Derrick Henry	Ten	RB	15.3	17.4	SH_v_ZW	SH	2
WR	Davante Adams	GB	WR	16.2	17.6	SH_v_ZW	SH	2
WR	Julian Edelman	NE	WR	13.8	9.2	SH_v_ZW	SH	2
TE	O.J. Howard	TB	TE	8.5	0.0	SH_v_ZW	SH	2
FLEX	Kenyan Drake	Ari	RB	11.6	9.8	SH_v_ZW	SH	2
D/ST	Saints	NO	D/ST	6.0	5.0	SH_v_ZW	SH	2
Bench	Antonio Brown	FA	WR	13.3	16.1	SH_v_ZW	SH	2
Bench	James Washington	Pit	WR	8.8	4.3	SH_v_ZW	SH	2
Bench	Courtland Sutton	Den	WR	11.4	8.0	SH_v_ZW	SH	2
Bench	Jaylen Samuels	Pit	RB	6.7	4.1	SH_v_ZW	SH	2
Bench	Kareem Hunt	Cle	RB	0.0	0.0	SH_v_ZW	SH	2
Bench	Nyheim Hines	Ind	RB	7.3	2.4	SH_v_ZW	SH	2
Bench	Giovani Bernard	Cin	RB	11.7	2.3	SH_v_ZW	SH	2
QB	Matthew Stafford	Det	QB	18.6	19.55	SH_v_ZW	ZW	2
RB	Saquon Barkley	NYG	RB	23.0	22.5	SH_v_ZW	ZW	2
RB	Josh Jacobs	Oak	RB	16.7	9.9	SH_v_ZW	ZW	2
WR	Amari Cooper	Dal	WR	14.0	14.4	SH_v_ZW	ZW	2
WR	Cooper Kupp	LAR	WR	13.2	17.6	SH_v_ZW	ZW	2
TE	Mark Andrews	Bal	TE	9.5	25.2	SH_v_ZW	ZW	2
FLEX	Sammy Watkins	KC	WR	15.6	10.9	SH_v_ZW	ZW	2
D/ST	Titans	Ten	D/ST	7.2	9.0	SH_v_ZW	ZW	2
Bench	Devin Singletary	Buf	RB	10.9	11.7	SH_v_ZW	ZW	2
Bench	LeSean McCoy	KC	RB	11.6	5.3	SH_v_ZW	ZW	2
Bench	Terry McLaurin	Wsh	WR	10.3	17.2	SH_v_ZW	ZW	2
Bench	Adrian Peterson	Wsh	RB	10.9	11.2	SH_v_ZW	ZW	2
Bench	DJ Chark Jr.	Jax	WR	8.8	18.5	SH_v_ZW	ZW	2
Bench	Gardner Minshew II	Jax	QB	16.1	18.25	SH_v_ZW	ZW	2
Bench	Kalen Ballage	Mia	RB	7.2	2.2	SH_v_ZW	ZW	2
QB	Lamar Jackson	Bal	QB	22.3	33.6	JK_v_DW	JK	2
RB	Christian McCaffrey	Car	RB	25.1	7.3	JK_v_DW	JK	2
RB	Devonta Freeman	Atl	RB	15.8	9.4	JK_v_DW	JK	2
WR	Kenny Golladay	Det	WR	12.4	25.7	JK_v_DW	JK	2
WR	Robby Anderson	NYJ	WR	10.9	12.1	JK_v_DW	JK	2
TE	Travis Kelce	KC	TE	20.1	23.7	JK_v_DW	JK	2
FLEX	Cole Beasley	Buf	WR	9.7	12.3	JK_v_DW	JK	2
D/ST	Texans	Hou	D/ST	8.6	14.0	JK_v_DW	JK	2
Bench	David Montgomery	Chi	RB	10.0	13.8	JK_v_DW	JK	2
Bench	Miles Sanders	Phi	RB	9.5	6.7	JK_v_DW	JK	2
Bench	Cam Newton	Car	QB	22.1	14.65	JK_v_DW	JK	2
Bench	Anthony Miller	Chi	WR	5.4	1.2	JK_v_DW	JK	2
Bench	Michael Gallup	Dal	WR	10.3	12.8	JK_v_DW	JK	2
Bench	Keke Coutee	Hou	WR	7.1	2.7	JK_v_DW	JK	2
Bench	Frank Gore	Buf	RB	7.5	16.3	JK_v_DW	JK	2
QB	Deshaun Watson	Hou	QB	21.6	14.45	JK_v_DW	DW	2
RB	Nick Chubb	Cle	RB	18.5	19.8	JK_v_DW	DW	2
RB	Austin Ekeler	LAC	RB	16.8	23.3	JK_v_DW	DW	2
WR	DeAndre Hopkins	Hou	WR	16.0	9.0	JK_v_DW	DW	2
WR	Adam Thielen	Min	WR	15.4	12.5	JK_v_DW	DW	2
TE	T.J. Hockenson	Det	TE	9.1	1.7	JK_v_DW	DW	2
FLEX	Tarik Cohen	Chi	RB	11.2	4.5	JK_v_DW	DW	2
D/ST	Ravens	Bal	D/ST	9.3	4.0	JK_v_DW	DW	2
Bench	Josh Gordon	Sea	WR	11.6	3.9	JK_v_DW	DW	2
Bench	Justin Jackson	LAC	RB	9.2	7.4	JK_v_DW	DW	2
Bench	Larry Fitzgerald	Ari	WR	11.9	15.4	JK_v_DW	DW	2
Bench	Kyler Murray	Ari	QB	18.9	19.85	JK_v_DW	DW	2
Bench	Mecole Hardman	KC	WR	9.0	16.1	JK_v_DW	DW	2
Bench	Rex Burkhead	NE	RB	8.5	8.8	JK_v_DW	DW	2
Bench	Ito Smith	Atl	RB	7.3	6.5	JK_v_DW	DW	2
QB	Derek Carr	Oak	QB	22.0	13.7	AY_v_JM	AY	2
RB	James Conner	Pit	RB	17.0	13.5	AY_v_JM	AY	2
RB	Chris Carson	Sea	RB	15.2	9.7	AY_v_JM	AY	2
WR	T.Y. Hilton	Ind	WR	13.3	14.3	AY_v_JM	AY	2
WR	Jarvis Landry	Cle	WR	11.9	6.2	AY_v_JM	AY	2
TE	Darren Waller	Oak	TE	11.4	12.3	AY_v_JM	AY	2
FLEX	John Brown	Buf	WR	10.0	14.2	AY_v_JM	AY	2
D/ST	Cowboys	Dal	D/ST	7.7	3.0	AY_v_JM	AY	2
Bench	Tyreek Hill	KC	WR	0.0	0.0	AY_v_JM	AY	2
Bench	Alshon Jeffery	Phi	WR	13.0	0.0	AY_v_JM	AY	2
Bench	Jared Cook	NO	TE	10.5	4.5	AY_v_JM	AY	2
Bench	Latavius Murray	NO	RB	8.0	3.3	AY_v_JM	AY	2
Bench	Tony Pollard	Dal	RB	4.4	3.5	AY_v_JM	AY	2
Bench	Malcolm Brown	LAR	RB	7.5	5.7	AY_v_JM	AY	2
Bench	Alexander Mattison	Min	RB	3.3	2.5	AY_v_JM	AY	2
QB	Carson Wentz	Phi	QB	23.4	21.85	AY_v_JM	JM	2
