SLOT	Player_name	Player_team	Player_position	Player_projection	Player_score	Matchup	Owner	Week
D/ST	Titans	Ten	D/ST	6.6	0.0	SH_v_ZW	ZW	2
Bench	Cam Akers	LAR	RB	8.4	1.3	SH_v_ZW	ZW	2
Bench	Jerick McKinnon	SF	RB	7.1	13.7	SH_v_ZW	ZW	2
Bench	Benny Snell Jr.	Pit	RB	8.1	-0.9	SH_v_ZW	ZW	2
Bench	Laviska Shenault Jr.	Jax	WR	9.9	10.2	SH_v_ZW	ZW	2
Bench	Latavius Murray	NO	RB	8.7	5.3	SH_v_ZW	ZW	2
Bench	Quintez Cephus	Det	WR	9.5	8.4	SH_v_ZW	ZW	2
Bench	Myles Gaskin	Mia	RB	8.2	14.2	SH_v_ZW	ZW	2
IR	Kenny Golladay	Det	WR	0.0	0.0	SH_v_ZW	ZW	2
IR	A.J. Brown	Ten	WR	0.0	0.0	SH_v_ZW	ZW	2
IR	Empty	--	--	--	--	SH_v_ZW	ZW	2
IR	Empty	--	--	--	--	SH_v_ZW	ZW	2
QB	Drew Brees	NO	QB	21.8	18.6	JK_v_DW	JK	2
RB	Aaron Jones	GB	RB	17.5	45.6	JK_v_DW	JK	2
RB	Josh Jacobs	LV	RB	16.2	13.5	JK_v_DW	JK	2
WR	Allen Robinson II	Chi	WR	15.7	6.3	JK_v_DW	JK	2
WR	Marvin Jones Jr.	Det	WR	14.4	12.3	JK_v_DW	JK	2
TE	Darren Waller	LV	TE	13.2	28.5	JK_v_DW	JK	2
FLEX	Boston Scott	Phi	RB	8.0	7.3	JK_v_DW	JK	2
D/ST	Patriots	NE	D/ST	6.5	4.0	JK_v_DW	JK	2
Bench	Cooper Kupp	LAR	WR	13.6	13.0	JK_v_DW	JK	2
Bench	Keenan Allen	LAC	WR	13.2	16.6	JK_v_DW	JK	2
Bench	James White	NE	RB	0.0	0.0	JK_v_DW	JK	2
Bench	Anthony Miller	Chi	WR	9.4	0.0	JK_v_DW	JK	2
Bench	Baker Mayfield	Cle	QB	18.4	18.45	JK_v_DW	JK	2
Bench	Greg Olsen	Sea	TE	6.6	0.0	JK_v_DW	JK	2
Bench	Joshua Kelley	LAC	RB	8.2	13.3	JK_v_DW	JK	2
IR	Empty	--	--	--	--	JK_v_DW	JK	2
IR	Empty	--	--	--	--	JK_v_DW	JK	2
IR	Empty	--	--	--	--	JK_v_DW	JK	2
IR	Empty	--	--	--	--	JK_v_DW	JK	2
QB	Lamar Jackson	Bal	QB	26.3	19.6	JK_v_DW	DW	2
RB	Todd Gurley II	Atl	RB	14.2	6.1	JK_v_DW	DW	2
RB	Ezekiel Elliott	Dal	RB	21.2	22.2	JK_v_DW	DW	2
WR	Michael Gallup	Dal	WR	13.4	7.8	JK_v_DW	DW	2
WR	Robert Woods	LAR	WR	14.5	11.3	JK_v_DW	DW	2
TE	Chris Herndon	NYJ	TE	9.8	1.5	JK_v_DW	DW	2
FLEX	Marquise Brown	Bal	WR	12.8	9.2	JK_v_DW	DW	2
D/ST	Steelers	Pit	D/ST	8.8	14.0	JK_v_DW	DW	2
Bench	Antonio Gibson	Wsh	RB	9.3	12.2	JK_v_DW	DW	2
Bench	Sterling Shepard	NYG	WR	10.0	5.5	JK_v_DW	DW	2
Bench	Josh Allen	Buf	QB	22.6	38.65	JK_v_DW	DW	2
Bench	Darrel Williams	KC	RB	6.1	2.2	JK_v_DW	DW	2
Bench	Tre'Quan Smith	NO	WR	10.9	13.6	JK_v_DW	DW	2
Bench	Jalen Reagor	Phi	WR	8.7	8.1	JK_v_DW	DW	2
Bench	Devonta Freeman	Buf	RB	0.0	0.0	JK_v_DW	DW	2
IR	Deebo Samuel	SF	WR	0.0	0.0	JK_v_DW	DW	2
IR	Empty	--	--	--	--	JK_v_DW	DW	2
IR	Empty	--	--	--	--	JK_v_DW	DW	2
IR	Empty	--	--	--	--	JK_v_DW	DW	2
QB	Deshaun Watson	Hou	QB	23.3	18.45	AY_v_BG	AY	2
RB	Chris Carson	Sea	RB	13.8	19.8	AY_v_BG	AY	2
RB	Christian McCaffrey	Car	RB	22.4	24.8	AY_v_BG	AY	2
WR	Terry McLaurin	Wsh	WR	13.7	25.5	AY_v_BG	AY	2
WR	CeeDee Lamb	Dal	WR	10.8	17.5	AY_v_BG	AY	2
TE	Austin Hooper	Cle	TE	8.0	4.2	AY_v_BG	AY	2
FLEX	Dalvin Cook	Min	RB	18.7	17.1	AY_v_BG	AY	2
D/ST	Cardinals	Ari	D/ST	8.4	11.0	AY_v_BG	AY	2
Bench	Tevin Coleman	SF	RB	6.5	6.0	AY_v_BG	AY	2
Bench	AJ Dillon	GB	RB	1.8	1.7	AY_v_BG	AY	2
Bench	Preston Williams	Mia	WR	10.9	5.6	AY_v_BG	AY	2
Bench	Daniel Jones	NYG	QB	18.3	11.15	AY_v_BG	AY	2
Bench	Alexander Mattison	Min	RB	6.1	2.6	AY_v_BG	AY	2
Bench	Demarcus Robinson	KC	WR	6.5	5.8	AY_v_BG	AY	2
Bench	Washington	Wsh	D/ST	6.1	2.0	AY_v_BG	AY	2
IR	Empty	--	--	--	--	AY_v_BG	AY	2
IR	Empty	--	--	--	--	AY_v_BG	AY	2
IR	Empty	--	--	--	--	AY_v_BG	AY	2
IR	Empty	--	--	--	--	AY_v_BG	AY	2
QB	Kyler Murray	Ari	QB	23.6	36.0	AY_v_BG	BG	2
RB	Alvin Kamara	NO	RB	20.4	38.4	AY_v_BG	BG	2
RB	Melvin Gordon III	Den	RB	14.1	16.4	AY_v_BG	BG	2
WR	Adam Thielen	Min	WR	15.6	6.1	AY_v_BG	BG	2
WR	Odell Beckham Jr.	Cle	WR	13.3	17.4	AY_v_BG	BG	2
TE	Evan Engram	NYG	TE	9.9	12.5	AY_v_BG	BG	2
FLEX	Sammy Watkins	KC	WR	9.8	2.1	AY_v_BG	BG	2
D/ST	Bills	Buf	D/ST	9.5	0.0	AY_v_BG	BG	2
Bench	George Kittle	SF	TE	0.0	0.0	AY_v_BG	BG	2
Bench	DeVante Parker	Mia	WR	12.1	16.3	AY_v_BG	BG	2
Bench	Mecole Hardman	KC	WR	3.6	7.3	AY_v_BG	BG	2
Bench	Jordan Howard	Phi	RB	5.3	6.4	AY_v_BG	BG	2
Bench	N'Keal Harry	NE	WR	9.7	15.2	AY_v_BG	BG	2
Bench	Nyheim Hines	Ind	RB	10.5	1.4	AY_v_BG	BG	2
Bench	Breshad Perriman	NYJ	WR	10.7	3.2	AY_v_BG	BG	2
IR	Empty	--	--	--	--	AY_v_BG	BG	2
IR	Empty	--	--	--	--	AY_v_BG	BG	2
IR	Empty	--	--	--	--	AY_v_BG	BG	2
IR	Empty	--	--	--	--	AY_v_BG	BG	2
QB	Aaron Rodgers	GB	QB	21.3	27.35	EM_v_JR	EM	3
RB	Clyde Edwards-Helaire	KC	RB	14.7	18.4	EM_v_JR	EM	3
RB	Leonard Fournette	TB	RB	11.0	4.2	EM_v_JR	EM	3
WR	Chris Godwin	TB	WR	14.6	17.4	EM_v_JR	EM	3
WR	Stefon Diggs	Buf	WR	13.8	14.9	EM_v_JR	EM	3
TE	Mark Andrews	Bal	TE	13.9	5.2	EM_v_JR	EM	3
FLEX	Will Fuller V	Hou	WR	13.1	15.4	EM_v_JR	EM	3
D/ST	Eagles	Phi	D/ST	7.4	8.0	EM_v_JR	EM	3
Bench	A.J. Green	Cin	WR	12.7	8.6	EM_v_JR	EM	3
Bench	Matthew Stafford	LAR	QB	21.4	21.2	EM_v_JR	EM	3
Bench	Jared Cook	FA	TE	9.9	4.1	EM_v_JR	EM	3
Bench	Ravens	Bal	D/ST	5.4	2.0	EM_v_JR	EM	3
Bench	Larry Fitzgerald	Ari	WR	10.3	1.0	EM_v_JR	EM	3
Bench	Curtis Samuel	Car	WR	10.6	9.2	EM_v_JR	EM	3
Bench	Jamaal Williams	GB	RB	8.0	2.7	EM_v_JR	EM	3
IR	Empty	--	--	--	--	EM_v_JR	EM	3
IR	Empty	--	--	--	--	EM_v_JR	EM	3
IR	Empty	--	--	--	--	EM_v_JR	EM	3
IR	Empty	--	--	--	--	EM_v_JR	EM	3
QB	Ben Roethlisberger	Pit	QB	22.2	21.55	EM_v_JR	JR	3
RB	Devin Singletary	Buf	RB	14.3	16.1	EM_v_JR	JR	3
RB	David Johnson	Hou	RB	14.6	12.6	EM_v_JR	JR	3
WR	DJ Moore	Car	WR	14.1	8.5	EM_v_JR	JR	3
WR	Calvin Ridley	Atl	WR	17.2	16.7	EM_v_JR	JR	3
TE	Mike Gesicki	Mia	TE	11.4	8.5	EM_v_JR	JR	3
FLEX	Dallas Goedert	Phi	TE	12.0	1.7	EM_v_JR	JR	3
D/ST	Colts	Ind	D/ST	9.2	27.0	EM_v_JR	JR	3
Bench	Kerryon Johnson	Det	RB	6.6	4.0	EM_v_JR	JR	3
Bench	Henry Ruggs III	LV	WR	0.0	0.0	EM_v_JR	JR	3
Bench	Duke Johnson	FA	RB	0.0	0.0	EM_v_JR	JR	3
Bench	Jerry Jeudy	Den	WR	10.5	10.5	EM_v_JR	JR	3
Bench	Tyler Eifert	Jax	TE	7.7	3.1	EM_v_JR	JR	3
Bench	DJ Chark Jr.	Jax	WR	0.0	0.0	EM_v_JR	JR	3
Bench	Frank Gore	NYJ	RB	9.1	7.2	EM_v_JR	JR	3
IR	Saquon Barkley	NYG	RB	0.0	0.0	EM_v_JR	JR	3
IR	Empty	--	--	--	--	EM_v_JR	JR	3
IR	Empty	--	--	--	--	EM_v_JR	JR	3
IR	Empty	--	--	--	--	EM_v_JR	JR	3
QB	Matt Ryan	Atl	QB	21.1	14.8	MR_v_AY	MR	3
RB	Nick Chubb	Cle	RB	15.4	24.0	MR_v_AY	MR	3
RB	Jonathan Taylor	Ind	RB	17.7	13.2	MR_v_AY	MR	3
WR	Tyler Boyd	Cin	WR	12.1	22.5	MR_v_AY	MR	3
WR	Julian Edelman	NE	WR	14.8	4.2	MR_v_AY	MR	3
TE	Jonnu Smith	Ten	TE	10.1	11.1	MR_v_AY	MR	3
FLEX	Russell Gage	Atl	WR	12.4	4.6	MR_v_AY	MR	3
D/ST	Chargers	LAC	D/ST	7.6	4.0	MR_v_AY	MR	3
Bench	Julio Jones	Atl	WR	0.0	0.0	MR_v_AY	MR	3
Bench	Noah Fant	Den	TE	9.3	9.6	MR_v_AY	MR	3
Bench	John Brown	Buf	WR	11.0	0.0	MR_v_AY	MR	3
Bench	Jared Goff	Det	QB	18.4	31.45	MR_v_AY	MR	3
Bench	Malcolm Brown	LAR	RB	10.3	1.9	MR_v_AY	MR	3
Bench	Corey Davis	Ten	WR	11.0	11.9	MR_v_AY	MR	3
Bench	Dion Lewis	NYG	RB	9.6	2.0	MR_v_AY	MR	3
IR	Le'Veon Bell	KC	RB	0.0	0.0	MR_v_AY	MR	3
IR	Empty	--	--	--	--	MR_v_AY	MR	3
IR	Empty	--	--	--	--	MR_v_AY	MR	3
IR	Empty	--	--	--	--	MR_v_AY	MR	3
QB	Mitchell Trubisky	Chi	QB	21.2	13.9	MR_v_AY	AY	3
RB	Chris Carson	Sea	RB	15.1	10.6	MR_v_AY	AY	3
RB	Dalvin Cook	Min	RB	19.2	25.9	MR_v_AY	AY	3
WR	Terry McLaurin	Wsh	WR	14.6	12.6	MR_v_AY	AY	3
WR	CeeDee Lamb	Dal	WR	12.4	11.6	MR_v_AY	AY	3
TE	Dalton Schultz	Dal	TE	8.3	8.8	MR_v_AY	AY	3
FLEX	Adam Humphries	FA	WR	10.1	8.1	MR_v_AY	AY	3
D/ST	Washington	Wsh	D/ST	7.0	2.0	MR_v_AY	AY	3
Bench	Deshaun Watson	Hou	QB	22.7	20.7	MR_v_AY	AY	3
Bench	Preston Williams	Mia	WR	10.5	8.7	MR_v_AY	AY	3
Bench	Daniel Jones	NYG	QB	19.1	10.85	MR_v_AY	AY	3
Bench	Alexander Mattison	Min	RB	6.7	2.7	MR_v_AY	AY	3
Bench	Logan Thomas	Wsh	TE	9.6	7.1	MR_v_AY	AY	3
Bench	Broncos	Den	D/ST	5.8	3.0	MR_v_AY	AY	3
Bench	Ronald Jones II	TB	RB	9.4	9.3	MR_v_AY	AY	3
IR	Christian McCaffrey	Car	RB	0.0	0.0	MR_v_AY	AY	3
IR	Empty	--	--	--	--	MR_v_AY	AY	3
IR	Empty	--	--	--	--	MR_v_AY	AY	3
IR	Empty	--	--	--	--	MR_v_AY	AY	3
QB	Ryan Tannehill	Ten	QB	18.5	16.95	JK_v_MF	JK	3
RB	Aaron Jones	GB	RB	17.0	16.6	JK_v_MF	JK	3
RB	Josh Jacobs	LV	RB	17.8	9.3	JK_v_MF	JK	3
WR	Cooper Kupp	LAR	WR	13.4	25.7	JK_v_MF	JK	3
WR	Allen Robinson II	Chi	WR	15.1	28.3	JK_v_MF	JK	3
TE	Darren Waller	LV	TE	13.2	2.9	JK_v_MF	JK	3
FLEX	Joshua Kelley	LAC	RB	11.7	5.2	JK_v_MF	JK	3
D/ST	Patriots	NE	D/ST	7.0	16.0	JK_v_MF	JK	3
Bench	Keenan Allen	LAC	WR	14.0	30.2	JK_v_MF	JK	3
Bench	Drew Brees	NO	QB	21.3	26.4	JK_v_MF	JK	3
Bench	Marvin Jones Jr.	Det	WR	13.0	8.1	JK_v_MF	JK	3
Bench	James White	NE	RB	0.0	0.0	JK_v_MF	JK	3
Bench	Boston Scott	Phi	RB	7.7	0.5	JK_v_MF	JK	3
Bench	Anthony Miller	Chi	WR	7.9	13.0	JK_v_MF	JK	3
Bench	Greg Olsen	Sea	TE	5.7	11.1	JK_v_MF	JK	3
IR	Empty	--	--	--	--	JK_v_MF	JK	3
IR	Empty	--	--	--	--	JK_v_MF	JK	3
IR	Empty	--	--	--	--	JK_v_MF	JK	3
IR	Empty	--	--	--	--	JK_v_MF	JK	3
QB	Cam Newton	NE	QB	24.0	13.8	JK_v_MF	MF	3
RB	Austin Ekeler	LAC	RB	16.8	31.3	JK_v_MF	MF	3
RB	J.K. Dobbins	Bal	RB	7.6	8.4	JK_v_MF	MF	3
WR	DeAndre Hopkins	Ari	WR	18.6	23.7	JK_v_MF	MF	3
WR	Tyler Lockett	Sea	WR	15.7	37.0	JK_v_MF	MF	3
TE	Tyler Higbee	LAR	TE	9.7	8.0	JK_v_MF	MF	3
FLEX	Keelan Cole Sr.	Jax	WR	11.1	8.3	JK_v_MF	MF	3
D/ST	Saints	NO	D/ST	6.9	-3.0	JK_v_MF	MF	3
Bench	Raheem Mostert	SF	RB	0.0	0.0	JK_v_MF	MF	3
Bench	Emmanuel Sanders	NO	WR	9.5	15.6	JK_v_MF	MF	3
Bench	Tom Brady	TB	QB	19.4	26.85	JK_v_MF	MF	3
Bench	Jamison Crowder	NYJ	WR	0.0	0.0	JK_v_MF	MF	3
Bench	Darius Slayton	NYG	WR	12.1	6.3	JK_v_MF	MF	3
Bench	T.J. Hockenson	Det	TE	8.2	9.3	JK_v_MF	MF	3
Bench	James Washington	Pit	WR	7.6	8.6	JK_v_MF	MF	3
IR	Empty	--	--	--	--	JK_v_MF	MF	3
IR	Empty	--	--	--	--	JK_v_MF	MF	3
IR	Empty	--	--	--	--	JK_v_MF	MF	3
IR	Empty	--	--	--	--	JK_v_MF	MF	3
QB	Dak Prescott	Dal	QB	23.5	34.2	ZW_v_CM	ZW	3
RB	James Robinson	Jax	RB	13.8	30.9	ZW_v_CM	ZW	3
RB	James Conner	Pit	RB	16.3	24.9	ZW_v_CM	ZW	3
WR	Laviska Shenault Jr.	Jax	WR	12.7	8.4	ZW_v_CM	ZW	3
WR	Tyreek Hill	KC	WR	15.2	21.2	ZW_v_CM	ZW	3
TE	Travis Kelce	KC	TE	16.4	14.7	ZW_v_CM	ZW	3
FLEX	Kenny Golladay	Det	WR	13.1	17.7	ZW_v_CM	ZW	3
D/ST	Falcons	Atl	D/ST	7.6	4.0	ZW_v_CM	ZW	3
Bench	Mark Ingram II	FA	RB	9.4	3.0	ZW_v_CM	ZW	3
Bench	Benny Snell Jr.	Pit	RB	6.0	1.1	ZW_v_CM	ZW	3
Bench	Myles Gaskin	Mia	RB	11.3	14.5	ZW_v_CM	ZW	3
Bench	Devonta Freeman	Buf	RB	5.9	1.0	ZW_v_CM	ZW	3
Bench	Michael Gallup	Dal	WR	12.6	25.8	ZW_v_CM	ZW	3
Bench	Allen Lazard	GB	WR	12.5	26.4	ZW_v_CM	ZW	3
Bench	Latavius Murray	NO	RB	8.3	7.5	ZW_v_CM	ZW	3
IR	Cam Akers	LAR	RB	0.0	0.0	ZW_v_CM	ZW	3
IR	A.J. Brown	Ten	WR	0.0	0.0	ZW_v_CM	ZW	3
IR	Damien Harris	NE	RB	0.0	0.0	ZW_v_CM	ZW	3
IR	Josh Gordon	Sea	WR	0.0	0.0	ZW_v_CM	ZW	3
QB	Russell Wilson	Sea	QB	24.6	39.95	ZW_v_CM	CM	3
RB	Kenyan Drake	Ari	RB	15.7	8.9	ZW_v_CM	CM	3
RB	Miles Sanders	Phi	RB	19.2	14.7	ZW_v_CM	CM	3
WR	Robby Anderson	Car	WR	12.6	10.5	ZW_v_CM	CM	3
WR	Diontae Johnson	Pit	WR	14.2	0.9	ZW_v_CM	CM	3
TE	Hayden Hurst	Atl	TE	11.2	7.1	ZW_v_CM	CM	3
FLEX	David Montgomery	Chi	RB	11.4	7.4	ZW_v_CM	CM	3
D/ST	Buccaneers	TB	D/ST	9.3	20.0	ZW_v_CM	CM	3
Bench	Michael Thomas	NO	WR	0.0	0.0	ZW_v_CM	CM	3
Bench	DeSean Jackson	FA	WR	11.4	3.1	ZW_v_CM	CM	3
Bench	Carson Wentz	Ind	QB	20.8	25.75	ZW_v_CM	CM	3
Bench	D'Andre Swift	Det	RB	10.2	2.9	ZW_v_CM	CM	3
Bench	T.Y. Hilton	Ind	WR	12.4	8.2	ZW_v_CM	CM	3
Bench	Drew Sample	Cin	TE	7.3	1.1	ZW_v_CM	CM	3
Bench	Carlos Hyde	Sea	RB	5.6	3.3	ZW_v_CM	CM	3
IR	Empty	--	--	--	--	ZW_v_CM	CM	3
IR	Empty	--	--	--	--	ZW_v_CM	CM	3
IR	Empty	--	--	--	--	ZW_v_CM	CM	3
IR	Empty	--	--	--	--	ZW_v_CM	CM	3
QB	Lamar Jackson	Bal	QB	27.1	15.15	DW_v_SH	DW	3
RB	Todd Gurley II	Atl	RB	13.0	15.2	DW_v_SH	DW	3
RB	Ezekiel Elliott	Dal	RB	20.6	17.8	DW_v_SH	DW	3
WR	Robert Woods	LAR	WR	13.8	21.4	DW_v_SH	DW	3
WR	Marquez Valdes-Scantling	GB	WR	12.2	1.5	DW_v_SH	DW	3
TE	Jordan Reed	SF	TE	8.6	4.3	DW_v_SH	DW	3
FLEX	Jerick McKinnon	SF	RB	10.7	16.7	DW_v_SH	DW	3
D/ST	Steelers	Pit	D/ST	9.3	9.0	DW_v_SH	DW	3
Bench	Antonio Gibson	Wsh	RB	11.5	13.0	DW_v_SH	DW	3
Bench	Josh Allen	Buf	QB	23.5	35.35	DW_v_SH	DW	3
Bench	Tre'Quan Smith	NO	WR	11.5	8.2	DW_v_SH	DW	3
Bench	Marquise Brown	Bal	WR	14.1	3.3	DW_v_SH	DW	3
Bench	Michael Pittman Jr.	Ind	WR	8.9	5.6	DW_v_SH	DW	3
Bench	Jeff Wilson Jr.	SF	RB	9.3	21.9	DW_v_SH	DW	3
Bench	Darrell Henderson Jr.	LAR	RB	11.3	19.0	DW_v_SH	DW	3
IR	Deebo Samuel	SF	WR	0.0	0.0	DW_v_SH	DW	3
IR	Empty	--	--	--	--	DW_v_SH	DW	3
IR	Empty	--	--	--	--	DW_v_SH	DW	3
IR	Empty	--	--	--	--	DW_v_SH	DW	3
QB	Gardner Minshew II	Jax	QB	22.9	12.95	DW_v_SH	SH	3
RB	Joe Mixon	Cin	RB	15.0	8.5	DW_v_SH	SH	3
RB	Mike Davis	Car	RB	12.6	23.1	DW_v_SH	SH	3
WR	JuJu Smith-Schuster	Pit	WR	15.0	16.3	DW_v_SH	SH	3
WR	Amari Cooper	Dal	WR	15.2	17.6	DW_v_SH	SH	3
TE	Zach Ertz	Phi	TE	11.9	14.0	DW_v_SH	SH	3
FLEX	Jarvis Landry	Cle	WR	11.0	7.6	DW_v_SH	SH	3
D/ST	Giants	NYG	D/ST	6.6	-4.0	DW_v_SH	SH	3
Bench	Rob Gronkowski	TB	TE	5.3	10.8	DW_v_SH	SH	3
Bench	Phillip Lindsay	Den	RB	0.0	0.0	DW_v_SH	SH	3
Bench	Tony Pollard	Dal	RB	4.8	0.5	DW_v_SH	SH	3
Bench	Golden Tate	FA	WR	9.8	8.6	DW_v_SH	SH	3
Bench	Chase Edmonds	Ari	RB	7.7	5.4	DW_v_SH	SH	3
Bench	Joe Burrow	Cin	QB	20.4	23.5	DW_v_SH	SH	3
Bench	Bears	Chi	D/ST	6.5	4.0	DW_v_SH	SH	3
IR	Courtland Sutton	Den	WR	0.0	0.0	DW_v_SH	SH	3
IR	Empty	--	--	--	--	DW_v_SH	SH	3
IR	Empty	--	--	--	--	DW_v_SH	SH	3
IR	Empty	--	--	--	--	DW_v_SH	SH	3
QB	Kyler Murray	Ari	QB	25.3	27.4	BG_v_TN	BG	3
RB	Alvin Kamara	NO	RB	23.2	44.7	BG_v_TN	BG	3
RB	Melvin Gordon III	Den	RB	14.2	7.8	BG_v_TN	BG	3
WR	Adam Thielen	Min	WR	15.7	12.3	BG_v_TN	BG	3
WR	Odell Beckham Jr.	Cle	WR	13.1	9.9	BG_v_TN	BG	3
TE	George Kittle	SF	TE	0.0	0.0	BG_v_TN	BG	3
FLEX	DeVante Parker	Mia	WR	13.1	11.9	BG_v_TN	BG	3
D/ST	Bills	Buf	D/ST	7.3	0.0	BG_v_TN	BG	3
Bench	Evan Engram	NYG	TE	11.2	5.2	BG_v_TN	BG	3
Bench	Mecole Hardman	KC	WR	5.6	18.1	BG_v_TN	BG	3
Bench	Jordan Howard	Phi	RB	5.0	6.1	BG_v_TN	BG	3
Bench	N'Keal Harry	NE	WR	11.6	5.6	BG_v_TN	BG	3
Bench	Nyheim Hines	Ind	RB	8.4	10.1	BG_v_TN	BG	3
Bench	Sammy Watkins	KC	WR	9.7	13.2	BG_v_TN	BG	3
Bench	Breshad Perriman	NYJ	WR	0.0	0.0	BG_v_TN	BG	3
IR	Empty	--	--	--	--	BG_v_TN	BG	3
IR	Empty	--	--	--	--	BG_v_TN	BG	3
IR	Empty	--	--	--	--	BG_v_TN	BG	3
IR	Empty	--	--	--	--	BG_v_TN	BG	3
QB	Patrick Mahomes	KC	QB	23.1	43.85	BG_v_TN	TN	3
RB	Derrick Henry	Ten	RB	17.5	27.0	BG_v_TN	TN	3
RB	Kareem Hunt	Cle	RB	13.0	14.4	BG_v_TN	TN	3
WR	DK Metcalf	Sea	WR	14.8	19.0	BG_v_TN	TN	3
WR	Chase Claypool	Pit	WR	7.1	3.4	BG_v_TN	TN	3
TE	Hunter Henry	LAC	TE	11.7	10.0	BG_v_TN	TN	3
FLEX	Mike Evans	TB	WR	14.5	14.2	BG_v_TN	TN	3
D/ST	49ers	SF	D/ST	8.9	15.0	BG_v_TN	TN	3
Bench	Davante Adams	GB	WR	0.0	0.0	BG_v_TN	TN	3
Bench	Tarik Cohen	Chi	RB	7.6	7.1	BG_v_TN	TN	3
Bench	Brandin Cooks	Hou	WR	10.6	5.3	BG_v_TN	TN	3
Bench	Chris Thompson	Jax	RB	7.0	8.8	BG_v_TN	TN	3
Bench	Eric Ebron	Pit	TE	7.9	16.2	BG_v_TN	TN	3
Bench	Sony Michel	NE	RB	9.3	16.0	BG_v_TN	TN	3
Bench	Brandon Aiyuk	SF	WR	8.0	21.1	BG_v_TN	TN	3
IR	Empty	--	--	--	--	BG_v_TN	TN	3
IR	Empty	--	--	--	--	BG_v_TN	TN	3
IR	Empty	--	--	--	--	BG_v_TN	TN	3
IR	Empty	--	--	--	--	BG_v_TN	TN	3
QB	Deshaun Watson	Hou	QB	24.8	23.9	AY_v_JR	AY	4
RB	Dalvin Cook	Min	RB	20.4	28.6	AY_v_JR	AY	4
RB	Ronald Jones II	TB	RB	14.8	18.8	AY_v_JR	AY	4
WR	Terry McLaurin	Wsh	WR	13.6	21.8	AY_v_JR	AY	4
WR	CeeDee Lamb	Dal	WR	10.5	25.2	AY_v_JR	AY	4
TE	Dalton Schultz	Dal	TE	7.9	17.2	AY_v_JR	AY	4
FLEX	Chris Carson	Sea	RB	16.7	25.0	AY_v_JR	AY	4
D/ST	Jets	NYJ	D/ST	7.6	8.0	AY_v_JR	AY	4
Bench	Preston Williams	Mia	WR	9.7	4.5	AY_v_JR	AY	4
Bench	Alexander Mattison	Min	RB	7.2	7.7	AY_v_JR	AY	4
Bench	Logan Thomas	Wsh	TE	8.5	1.8	AY_v_JR	AY	4
Bench	Justin Jefferson	Min	WR	10.5	14.3	AY_v_JR	AY	4
Bench	Adrian Peterson	Det	RB	9.4	9.6	AY_v_JR	AY	4
Bench	Cardinals	Ari	D/ST	6.6	-2.0	AY_v_JR	AY	4
Bench	Ryan Fitzpatrick	Mia	QB	21.3	26.45	AY_v_JR	AY	4
IR	Christian McCaffrey	Car	RB	0.0	0.0	AY_v_JR	AY	4
IR	Empty	--	--	--	--	AY_v_JR	AY	4
IR	Empty	--	--	--	--	AY_v_JR	AY	4
IR	Empty	--	--	--	--	AY_v_JR	AY	4
QB	Nick Foles	Chi	QB	17.4	15.35	AY_v_JR	JR	4
RB	Devin Singletary	Buf	RB	13.3	18.7	AY_v_JR	JR	4
RB	David Johnson	Hou	RB	13.7	11.2	AY_v_JR	JR	4
WR	DJ Moore	Car	WR	14.2	8.9	AY_v_JR	JR	4
WR	Calvin Ridley	Atl	WR	17.7	0.0	AY_v_JR	JR	4
TE	Mike Gesicki	Mia	TE	11.2	2.5	AY_v_JR	JR	4
FLEX	Jerry Jeudy	Den	WR	10.8	14.1	AY_v_JR	JR	4
D/ST	Rams	LAR	D/ST	8.5	13.0	AY_v_JR	JR	4
Bench	Henry Ruggs III	LV	WR	0.3	0.0	AY_v_JR	JR	4
Bench	Ben Roethlisberger	Pit	QB	0.0	0.0	AY_v_JR	JR	4
Bench	Duke Johnson	FA	RB	7.4	7.5	AY_v_JR	JR	4
Bench	Colts	Ind	D/ST	7.1	8.0	AY_v_JR	JR	4
Bench	Tyler Eifert	Jax	TE	6.3	4.2	AY_v_JR	JR	4
Bench	DJ Chark Jr.	Jax	WR	11.5	29.5	AY_v_JR	JR	4
Bench	Frank Gore	NYJ	RB	8.5	4.6	AY_v_JR	JR	4
IR	Saquon Barkley	NYG	RB	0.0	0.0	AY_v_JR	JR	4
IR	Dallas Goedert	Phi	TE	0.0	0.0	AY_v_JR	JR	4
IR	Empty	--	--	--	--	AY_v_JR	JR	4
IR	Empty	--	--	--	--	AY_v_JR	JR	4
QB	Matt Ryan	Atl	QB	25.6	15.25	MR_v_BG	MR	4
RB	Nick Chubb	Cle	RB	14.2	4.3	MR_v_BG	MR	4
RB	Jonathan Taylor	Ind	RB	15.0	8.9	MR_v_BG	MR	4
WR	Julio Jones	Atl	WR	17.4	7.2	MR_v_BG	MR	4
WR	Tyler Boyd	Cin	WR	14.2	16.4	MR_v_BG	MR	4
TE	Noah Fant	Den	TE	10.7	8.5	MR_v_BG	MR	4
FLEX	Hunter Renfrow	LV	WR	11.6	10.7	MR_v_BG	MR	4
D/ST	Chargers	LAC	D/ST	5.8	0.0	MR_v_BG	MR	4
Bench	Julian Edelman	NE	WR	13.2	6.5	MR_v_BG	MR	4
Bench	John Brown	Buf	WR	10.9	8.2	MR_v_BG	MR	4
Bench	Jonnu Smith	Ten	TE	0.0	0.0	MR_v_BG	MR	4
