Name,Position,Salary,Team
Isaiah Williams,WR,4000.00,CIN
Jared Wayne,WR,4000.00,HOU
Zay Flowers,WR,7100.00,BAL
Xavier Gipson,WR,4700.00,NYJ
Joshua Cephus,WR,4000.00,JAC
Drake London,WR,7300.00,ATL
Xavier Smith,WR,4100.00,LAR
Ainias Smith,WR,4400.00,PHI
Xavier Legette,WR,5800.00,CAR
Xavier Weaver,WR,4000.00,ARI
Kayshon Boutte,WR,5100.00,NE
Johnny Wilson,WR,5100.00,PHI
Xavier Hutchinson,WR,4600.00,HOU
Jalen McMillan,WR,5200.00,TB
Quentin Johnston,WR,6200.00,LAC
Ja'Lynn Polk,WR,4700.00,NE
Mitchell Tinsley,WR,4000.00,WAS
Malachi Corley,WR,4600.00,NYJ
Jordan Addison,WR,6300.00,MIN
Tank Dell,WR,6400.00,HOU
Josh Downs,WR,6400.00,IND
Jaxon Smith-Njigba,WR,7700.00,SEA
Mason Kinsey,WR,4000.00,TEN
Ladd McConkey,WR,6300.00,LAC
Marcus Rosemy,WR,4000.00,PHI
Jermaine Burton,WR,4400.00,CIN
Brenden Rice,WR,4000.00,LAC
Rakim Jarrett,WR,5000.00,TB
Danny Gray,WR,4000.00,PHI
Parker Washington,WR,5500.00,JAC
Roman Wilson,WR,4000.00,PIT
Jason Brownlee,WR,4000.00,NYJ
Javon Baker,WR,4000.00,NE
Chris Blair,WR,4000.00,ATL
Michael Strachan,WR,4000.00,WAS
Brian Thomas Jr.,WR,6700.00,JAC
Adonai Mitchell,WR,5000.00,IND
Marvin Harrison Jr.,WR,6900.00,ARI
Tejhaun Palmer,WR,4000.00,ARI
Devontez Walker,WR,4000.00,BAL
Dareke Young,WR,4000.00,SEA
Dee Williams,WR,4000.00,SEA
Dennis Houston,WR,4000.00,TB
Rashid Shaheed,WR,4000.00,NO
Andrei Iosivas,WR,5200.00,CIN
JaQuae Jackson,WR,4000.00,NE
Mason Tipton,WR,4900.00,NO
Jermaine Jackson,WR,4300.00,NO
David White Jr.,WR,4000.00,JAC
Kameron Johnson,WR,4500.00,TB
Jalen Coker,WR,5300.00,CAR
John Jiles,WR,4000.00,NE
Cole Burgess,WR,4000.00,CIN
Praise Olatoke,WR,4000.00,CAR
Jamison Crowder,WR,4000.00,WAS
Stefon Diggs,WR,4000.00,HOU
Phillip Dorsett II,WR,4000.00,ATL
Tyler Lockett,WR,5600.00,SEA
Sterling Shepard,WR,5500.00,TB
Justin Hardee Sr.,WR,4000.00,TEN
Nelson Agholor,WR,5000.00,BAL
Robert Woods,WR,4700.00,HOU
Jordan Matthews,WR,4000.00,CAR
Mike Evans,WR,8300.00,TB
Demarcus Robinson,WR,5700.00,LAR
Adam Thielen,WR,5800.00,CAR
Mike Williams,WR,5400.00,PIT
Marquez Valdes-Scantling,WR,6000.00,NO
Tyler Boyd,WR,5000.00,TEN
Zay Jones,WR,4200.00,ARI
Laquon Treadwell,WR,4000.00,IND
Anthony Miller,WR,4000.00,BAL
Davante Adams,WR,7000.00,NYJ
Keith Kirkwood,WR,4000.00,BAL
Brandon Powell,WR,4200.00,MIN
DJ Chark Jr.,WR,4100.00,LAC
Zach Pascal,WR,4100.00,ARI
Chris Godwin,WR,4000.00,TB
Trent Sherfield Sr.,WR,4300.00,MIN
Juwann Winfree,WR,4000.00,IND
Noah Brown,WR,5500.00,WAS
Terry McLaurin,WR,7900.00,WAS
Parris Campbell,WR,4000.00,PHI
Dante Pettis,WR,4200.00,NO
Allen Lazard,WR,4000.00,NYJ
Andre Baccellia,WR,4000.00,ARI
Christian Kirk,WR,4000.00,JAC
Scotty Miller,WR,4000.00,PIT
Ray-Ray McCloud III,WR,5700.00,ATL
Steven Sims Jr.,WR,4000.00,HOU
K.J. Osborn,WR,4000.00,NE
Lucky Jackson,WR,4000.00,MIN
Britain Covey,WR,4300.00,PHI
Nick Westbrook-Ikhine,WR,5900.00,TEN
Irvin Charles,WR,4000.00,NYJ
Dan Chisena,WR,4200.00,CAR
Olamide Zaccheaus,WR,4800.00,WAS
Calvin Ridley,WR,6800.00,TEN
Van Jefferson,WR,4600.00,PIT
Miles Boykin,WR,4000.00,SEA
Equanimeous St. Brown,WR,4000.00,NO
Trenton Irwin,WR,4100.00,CIN
Diontae Johnson,WR,5800.00,BAL
Tyler Johnson,WR,4400.00,LAR
N'Keal Harry,WR,4000.00,SEA
Michael Pittman Jr.,WR,6600.00,IND
Greg Dortch,WR,4900.00,ARI
Cedrick Wilson Jr.,WR,5000.00,NO
Darnell Mooney,WR,6500.00,ATL
Velus Jones Jr.,WR,4700.00,JAC
Devin Duvernay,WR,4500.00,JAC
Ben Skowronek,WR,4100.00,PIT
Brandon Johnson,WR,4000.00,PIT
Marquez Callaway,WR,4000.00,TB
Dez Fitzpatrick,WR,4000.00,LAC
Kendric Pryor,WR,4000.00,CIN
Quintez Cephus,WR,4000.00,LAR
Trishton Jackson,WR,4000.00,MIN
A.J. Brown,WR,8800.00,PHI
DK Metcalf,WR,7800.00,SEA
Quez Watkins,WR,4000.00,PIT
Cooper Kupp,WR,9000.00,LAR
Jamal Agnew,WR,4000.00,PIT
David Moore,WR,5100.00,CAR
Kendrick Bourne,WR,5000.00,NE
KhaDarel Hodge,WR,4600.00,ATL
Justin Jefferson,WR,8900.00,MIN
Ja'Marr Chase,WR,9300.00,CIN
Rashod Bateman,WR,5500.00,BAL
Brandon Smith,WR,4000.00,NYJ
Jahan Dotson,WR,5200.00,PHI
Alec Pierce,WR,5600.00,IND
Drake Stoops,WR,4000.00,LAR
Tanner Knue,WR,4000.00,TB
Dylan Drummond,WR,4000.00,ATL
Bryce Oliver,WR,4400.00,TEN
Joshua Palmer,WR,5500.00,LAC
Tylan Wallace,WR,4900.00,BAL
Chris Olave,WR,4000.00,NO
Laviska Shenault Jr.,WR,4100.00,SEA
Jeshaun Jones,WR,4000.00,MIN
Johnny Johnson III,WR,4000.00,HOU
Braylon Sanders,WR,4000.00,NE
Austin Trammell,WR,4100.00,JAC
Charlie Jones,WR,4000.00,CIN
Tim Jones,WR,5300.00,JAC
Michael Wilson,WR,5400.00,ARI
Simi Fehoko,WR,4000.00,LAC
Brycen Tremayne,WR,4000.00,WAS
Tee Higgins,WR,7600.00,CIN
Jesse Matthews,WR,4000.00,ATL
Dax Milne,WR,4000.00,CAR
DeVonta Smith,WR,7500.00,PHI
Calvin Austin III,WR,5400.00,PIT
Kevin Austin Jr.,WR,4700.00,NO
Nico Collins,WR,9100.00,HOU
Jaylen Johnson,WR,4000.00,LAC
Kazmeir Allen,WR,4000.00,WAS
Marcus Jones,WR,4000.00,NE
Zavier Scott,WR,4000.00,MIN
Jalen Nailor,WR,5200.00,MIN
Cody White,WR,4100.00,SEA
Marcus Riley,WR,4000.00,NYJ
Tutu Atwell,WR,4800.00,LAR
Jake Bobo,WR,4200.00,SEA
Rondale Moore,WR,4000.00,ATL
Dyami Brown,WR,4700.00,WAS
Thayer Thomas,WR,4000.00,MIN
Elijah Cooks,WR,4100.00,JAC
Deven Thompkins,WR,4300.00,CAR
Gabe Davis,WR,4000.00,JAC
Derius Davis,WR,4300.00,LAC
Jalen Reagor,WR,4300.00,LAC
Xavier Johnson,WR,4000.00,HOU
D.J. Montgomery,WR,4000.00,IND
Davis Allen,TE,4700.00,LAR
Elijah Higgins,TE,4700.00,ARI
Erick All Jr.,TE,4000.00,CIN
Brenton Strange,TE,4700.00,JAC
Stone Smartt,TE,4600.00,LAC
Leroy Watson IV,TE,4000.00,TEN
Treyton Welch,TE,4000.00,NO
Cade Stover,TE,4900.00,HOU
Darnell Washington,TE,4700.00,PIT
Ben Sinnott,TE,4100.00,WAS
AJ Barner,TE,4900.00,SEA
Tip Reiman,TE,4000.00,ARI
Jaheim Bell,TE,4000.00,NE
Bernhard Seikovits,TE,4000.00,ARI
E.J. Jenkins,TE,4000.00,PHI
Ja'Tavion Sanders,TE,4600.00,CAR
Tanner McLachlan,TE,4000.00,CIN
Nikola Kalinic,TE,4000.00,LAR
Patrick Murtagh,TE,4000.00,JAC
Tanner Taula,TE,4000.00,TB
Shawn Bowman,TE,4000.00,JAC
Cam Grandy,TE,4000.00,CIN
Andrew DePaola,TE,4000.00,MIN
Mo Alie-Cox,TE,4300.00,IND
Nick Vannett,TE,4100.00,TEN
Pharaoh Brown,TE,4400.00,SEA
Zach Ertz,TE,5400.00,WAS
C.J. Uzomah,TE,4000.00,PHI
Eric Tomlinson,TE,4000.00,LAC
Austin Hooper,TE,5000.00,NE
Johnny Mundt,TE,4500.00,MIN
Hunter Henry,TE,5100.00,NE
Evan Engram,TE,5800.00,JAC
Taysom Hill,TE,7000.00,NO
Mark Andrews,TE,5600.00,BAL
Matt Sokol,TE,4000.00,PIT
Tyler Ott,TE,4000.00,WAS
Dalton Schultz,TE,5200.00,HOU
Mike Gesicki,TE,5300.00,CIN
Will Dissly,TE,5200.00,LAC
Drew Sample,TE,4200.00,CIN
Sammis Reyes,TE,4000.00,MIN
Tyler Conklin,TE,4800.00,NYJ
Foster Moreau,TE,4800.00,NO
Josiah Deguara,TE,4000.00,JAC
MyCole Pruitt,TE,4100.00,PIT
Tyler Mabry,TE,4000.00,SEA
Josh Oliver,TE,4500.00,MIN
Hayden Hurst,TE,4600.00,LAC
Juwan Johnson,TE,5300.00,NO
Mitchell Wilcox,TE,4000.00,NE
Michael Jacobson,TE,4000.00,NO
Ko Kieft,TE,4100.00,TB
Sean McKeon,TE,4000.00,IND
Feleipe Franks,TE,4100.00,CAR
Stephen Sullivan,TE,4000.00,CAR
Kylen Granson,TE,4200.00,IND
Charlie Woerner,TE,4000.00,ATL
Noah Fant,TE,4900.00,SEA
T.J. Hockenson,TE,6500.00,MIN
Ian Thomas,TE,4200.00,CAR
Kenny Yeboah,TE,4300.00,NYJ
John Bates,TE,4100.00,WAS
Irv Smith Jr.,TE,4000.00,HOU
Armani Rogers,TE,4000.00,ATL
Luke Farrell,TE,4100.00,JAC
Robert Tonyan,TE,4000.00,MIN
Dallas Goedert,TE,6000.00,PHI
Tanner Hudson,TE,4500.00,CIN
Ross Dwelley,TE,4200.00,ATL
Charlie Kolar,TE,4400.00,BAL
Dalton Keene,TE,4000.00,HOU
Kyle Pitts,TE,5400.00,ATL
Zack Kuntz,TE,4000.00,NYJ
Pat Freiermuth,TE,5100.00,PIT
Josh Whyle,TE,4200.00,TEN
Grant Calcaterra,TE,4400.00,PHI
Thomas Odukoya,TE,4000.00,TEN
Jack Westover,TE,4000.00,NE
Devin Culp,TE,4000.00,TB
Colson Yankoff,TE,4000.00,WAS
Cade Otton,TE,6200.00,TB
Brenden Bates,TE,4000.00,NYJ
Isaiah Likely,TE,5500.00,BAL
Jelani Woods,TE,4000.00,IND
Jeremy Ruckert,TE,4300.00,NYJ
Brady Russell,TE,4000.00,SEA
Chig Okonkwo,TE,4900.00,TEN
Tucker Fisk,TE,4200.00,LAC
Colby Parkinson,TE,4800.00,LAR
Dallin Holker,TE,4000.00,NO
Tommy Tremble,TE,4600.00,CAR
Trey McBride,TE,6900.00,ARI
David Martin-Robinson,TE,4000.00,TEN
Travis Vokolek,TE,4000.00,ARI
Connor Heyward,TE,4100.00,PIT
Teagan Quitoriano,TE,4100.00,HOU
Hunter Long,TE,4200.00,LAR
Payne Durham,TE,4100.00,TB
Brevin Jordan,TE,4000.00,HOU
Will Mallory,TE,4000.00,IND
Cole Turner,TE,4000.00,WAS
Ryan Miller,TE,4300.00,TB
Nick Muse,TE,4000.00,MIN
Atlanta Falcons,DF,3100.00,ATL
Cincinnati Bengals,DF,3400.00,CIN
Tennessee Titans,DF,3300.00,TEN
Indianapolis Colts,DF,4600.00,IND
Los Angeles Rams,DF,4500.00,LAR
Minnesota Vikings,DF,4300.00,MIN
New England Patriots,DF,3600.00,NE
New Orleans Saints,DF,3500.00,NO
New York Jets,DF,3700.00,NYJ
Philadelphia Eagles,DF,3800.00,PHI
Arizona Cardinals,DF,3900.00,ARI
Pittsburgh Steelers,DF,4200.00,PIT
Los Angeles Chargers,DF,4100.00,LAC
Seattle Seahawks,DF,4400.00,SEA
Tampa Bay Buccaneers,DF,4900.00,TB
Washington Commanders,DF,4700.00,WAS
Carolina Panthers,DF,3000.00,CAR
Jacksonville Jaguars,DF,3200.00,JAC
Baltimore Ravens,DF,3900.00,BAL
Houston Texans,DF,5000.00,HOU
