Name,Position,Salary,Team
Ronnie Rivers,RB,4000.00,LAR
Travis Etienne Jr.,RB,5700.00,JAC
David Moore,WR,3500.00,CAR
Colton Dowell,WR,3000.00,TEN
Austin Trammell,WR,3000.00,JAC
Tim Jones,WR,3400.00,JAC
Cody White,WR,3000.00,SEA
Dennis Houston,WR,3000.00,TB
Brandon Smith,WR,3000.00,NYJ
Joshua Palmer,WR,4300.00,LAC
DeVonta Smith,WR,5800.00,PHI
Johnny Johnson III,WR,3000.00,HOU
Thayer Thomas,WR,3000.00,MIN
Laviska Shenault Jr.,WR,3000.00,SEA
Malik Cunningham,WR,3000.00,BAL
Tylan Wallace,WR,3100.00,BAL
Calvin Austin III,WR,3300.00,PIT
D.J. Montgomery,WR,3000.00,IND
Tay Martin,WR,3000.00,TEN
Charlie Jones,WR,3000.00,CIN
Braylon Sanders,WR,3000.00,NE
Justin Jefferson,WR,8100.00,MIN
Nico Collins,WR,7900.00,HOU
Jeshaun Jones,WR,3000.00,MIN
Tutu Atwell,WR,3600.00,LAR
Alec Pierce,WR,4900.00,IND
Dyami Brown,WR,3100.00,WAS
Rashod Bateman,WR,4400.00,BAL
Dylan Drummond,WR,3000.00,ATL
Ja'Marr Chase,WR,8600.00,CIN
Bryce Oliver,WR,3000.00,TEN
Derius Davis,WR,3000.00,LAC
Tanner Knue,WR,3000.00,TB
Ryan Miller,WR,3100.00,TB
Chris Blair,WR,3000.00,ATL
Jake Bobo,WR,3000.00,SEA
Marcus Riley,WR,3000.00,NYJ
Jahan Dotson,WR,3800.00,PHI
Chris Olave,WR,6000.00,NO
Simi Fehoko,WR,3000.00,LAC
Brycen Tremayne,WR,3000.00,WAS
Michael Wilson,WR,4200.00,ARI
Andrei Iosivas,WR,3600.00,CIN
Drake Stoops,WR,3000.00,LAR
Jalen Nailor,WR,3500.00,MIN
Kazmeir Allen,WR,3000.00,WAS
Tank Dell,WR,5900.00,HOU
Rondale Moore,WR,3000.00,ATL
Kevin Austin Jr.,WR,3200.00,NO
Deven Thompkins,WR,3000.00,CAR
Jaylen Johnson,WR,3000.00,LAC
Dax Milne,WR,3000.00,CAR
Jesse Matthews,WR,3000.00,ATL
Xavier Johnson,WR,3000.00,HOU
Xavier Smith,WR,3000.00,LAR
John Metchie III,WR,4100.00,HOU
Anthony Gould,WR,3000.00,IND
Trey Palmer,WR,3600.00,TB
Puka Nacua,WR,7600.00,LAR
Jordan Whittington,WR,3300.00,LAR
Luke McCaffrey,WR,3200.00,WAS
Garrett Wilson,WR,6900.00,NYJ
Ashton Dulin,WR,3000.00,IND
Deonte Harty,WR,3000.00,BAL
Malik Taylor,WR,3000.00,NYJ
Jha'Quan Jackson,WR,3000.00,TEN
Treylon Burks,WR,3000.00,TEN
George Pickens,WR,6800.00,PIT
Bub Means,WR,3000.00,NO
Dayton Wade,WR,3000.00,BAL
DeMario Douglas,WR,4700.00,NE
Casey Washington,WR,3000.00,ATL
Isaiah Williams,WR,3000.00,CIN
Jared Wayne,WR,3000.00,HOU
Zay Flowers,WR,6200.00,BAL
Xavier Gipson,WR,3000.00,NYJ
Joshua Cephus,WR,3000.00,JAC
Drake London,WR,6500.00,ATL
Xavier Legette,WR,5100.00,CAR
Ainias Smith,WR,3000.00,PHI
Xavier Weaver,WR,3000.00,ARI
Mason Tipton,WR,4100.00,NO
Michael Strachan,WR,3000.00,WAS
Kayshon Boutte,WR,3400.00,NE
Johnny Wilson,WR,3000.00,PHI
Xavier Hutchinson,WR,3000.00,HOU
Jalen McMillan,WR,3700.00,TB
Quentin Johnston,WR,5000.00,LAC
Ja'Lynn Polk,WR,3200.00,NE
Jaxon Smith-Njigba,WR,6300.00,SEA
Jordan Addison,WR,5300.00,MIN
Josh Downs,WR,5400.00,IND
Malachi Corley,WR,3000.00,NYJ
Mitchell Tinsley,WR,3000.00,WAS
Mason Kinsey,WR,3000.00,TEN
Jermaine Burton,WR,3100.00,CIN
Ladd McConkey,WR,6100.00,LAC
Marcus Rosemy-Jacksaint,WR,3000.00,PHI
Jalen Coker,WR,3700.00,CAR
Brenden Rice,WR,3000.00,LAC
Rakim Jarrett,WR,3000.00,TB
Danny Gray,WR,3000.00,PHI
Parker Washington,WR,3900.00,JAC
Roman Wilson,WR,3000.00,PIT
Jason Brownlee,WR,3000.00,NYJ
Javon Baker,WR,3000.00,NE
Jermaine Jackson,WR,3000.00,NO
Devontez Walker,WR,3000.00,BAL
Adonai Mitchell,WR,3900.00,IND
Brian Thomas Jr.,WR,5500.00,JAC
Marvin Harrison Jr.,WR,6000.00,ARI
Tejhaun Palmer,WR,3000.00,ARI
Dareke Young,WR,3000.00,SEA
David White Jr.,WR,3000.00,JAC
Kameron Johnson,WR,3000.00,TB
JaQuae Jackson,WR,3000.00,NE
John Jiles,WR,3000.00,NE
Louis Rees-Zammit,WR,3000.00,JAC
Cole Burgess,WR,3000.00,CIN
Praise Olatoke,WR,3000.00,CAR
Robert Woods,WR,3100.00,HOU
Mike Evans,WR,6700.00,TB
Phillip Dorsett II,WR,3000.00,ATL
Jamison Crowder,WR,3000.00,WAS
Tyler Lockett,WR,4500.00,SEA
Davante Adams,WR,7000.00,NYJ
Zach Pascal,WR,3000.00,ARI
Nelson Agholor,WR,3200.00,BAL
Sterling Shepard,WR,4000.00,TB
Stefon Diggs,WR,3000.00,HOU
Cooper Kupp,WR,7400.00,LAR
Demarcus Robinson,WR,4000.00,LAR
Adam Thielen,WR,4800.00,CAR
Mike Williams,WR,4000.00,PIT
Marquez Valdes-Scantling,WR,4500.00,NO
Tyler Boyd,WR,3800.00,TEN
Keith Kirkwood,WR,3000.00,BAL
Zay Jones,WR,3000.00,ARI
Laquon Treadwell,WR,3000.00,IND
Anthony Miller,WR,3000.00,BAL
Jamal Agnew,WR,3000.00,PIT
Kendrick Bourne,WR,3500.00,NE
KhaDarel Hodge,WR,3000.00,ATL
Brandon Powell,WR,3000.00,MIN
DJ Chark Jr.,WR,3300.00,LAC
Chris Godwin,WR,3000.00,TB
Trent Sherfield Sr.,WR,3000.00,MIN
Juwann Winfree,WR,3000.00,IND
Noah Brown,WR,4400.00,WAS
Parris Campbell,WR,3000.00,PHI
Terry McLaurin,WR,7100.00,WAS
Dante Pettis,WR,3100.00,NO
Allen Lazard,WR,4600.00,NYJ
Christian Kirk,WR,3000.00,JAC
Andre Baccellia,WR,3000.00,ARI
Scotty Miller,WR,3000.00,PIT
Ray-Ray McCloud III,WR,4300.00,ATL
Steven Sims Jr.,WR,3000.00,HOU
K.J. Osborn,WR,3000.00,NE
Lucky Jackson,WR,3000.00,MIN
Britain Covey,WR,3000.00,PHI
Nick Westbrook-Ikhine,WR,4300.00,TEN
Irvin Charles,WR,3000.00,NYJ
Dan Chisena,WR,3000.00,CAR
Olamide Zaccheaus,WR,3300.00,WAS
Calvin Ridley,WR,5700.00,TEN
Van Jefferson,WR,3200.00,PIT
Miles Boykin,WR,3000.00,SEA
Equanimeous St. Brown,WR,3000.00,NO
Trenton Irwin,WR,3000.00,CIN
Diontae Johnson,WR,4200.00,BAL
Greg Dortch,WR,3400.00,ARI
Tyler Johnson,WR,3000.00,LAR
Michael Pittman Jr.,WR,5200.00,IND
Darnell Mooney,WR,5600.00,ATL
Cedrick Wilson Jr.,WR,4200.00,NO
Velus Jones Jr.,WR,3000.00,JAC
Devin Duvernay,WR,3000.00,JAC
Ben Skowronek,WR,3000.00,PIT
Marquez Callaway,WR,3000.00,TB
Brandon Johnson,WR,3000.00,PIT
Rashid Shaheed,WR,3000.00,NO
Dez Fitzpatrick,WR,3000.00,LAC
Quintez Cephus,WR,3000.00,LAR
Kendric Pryor,WR,3000.00,CIN
Trishton Jackson,WR,3000.00,MIN
A.J. Brown,WR,8300.00,PHI
DK Metcalf,WR,6400.00,SEA
Quez Watkins,WR,3000.00,PIT
Jalen Reagor,WR,3000.00,LAC
Gabe Davis,WR,3000.00,JAC
Elijah Cooks,WR,3000.00,JAC
Tee Higgins,WR,6600.00,CIN
Cade Otton,TE,4500.00,TB
Nick Muse,TE,2500.00,MIN
E.J. Jenkins,TE,2500.00,PHI
Stone Smartt,TE,2500.00,LAC
Connor Heyward,TE,2500.00,PIT
Charlie Kolar,TE,2500.00,BAL
Tucker Fisk,TE,2500.00,LAC
Colby Parkinson,TE,2900.00,LAR
Hunter Long,TE,2500.00,LAR
Tanner Taula,TE,2500.00,TB
Brady Russell,TE,2500.00,SEA
Travis Vokolek,TE,2500.00,ARI
Chig Okonkwo,TE,3100.00,TEN
Josh Whyle,TE,2500.00,TEN
Colson Yankoff,TE,2500.00,WAS
Devin Culp,TE,2500.00,TB
Zack Kuntz,TE,2500.00,NYJ
Trey McBride,TE,5800.00,ARI
Thomas Odukoya,TE,2500.00,TEN
Shawn Bowman,TE,2500.00,JAC
Brenden Bates,TE,2500.00,NYJ
Tanner Hudson,TE,2700.00,CIN
Pat Freiermuth,TE,3500.00,PIT
Jack Westover,TE,2500.00,NE
Brevin Jordan,TE,2500.00,HOU
Will Mallory,TE,2500.00,IND
Jeremy Ruckert,TE,2600.00,NYJ
Cole Turner,TE,2500.00,WAS
Kyle Pitts,TE,4600.00,ATL
David Martin-Robinson,TE,2500.00,TEN
Isaiah Likely,TE,3700.00,BAL
Teagan Quitoriano,TE,2500.00,HOU
Payne Durham,TE,2500.00,TB
Tommy Tremble,TE,2800.00,CAR
Dallin Holker,TE,2500.00,NO
Tanner McLachlan,TE,2500.00,CIN
Davis Allen,TE,2700.00,LAR
Elijah Higgins,TE,2500.00,ARI
Erick All Jr.,TE,2500.00,CIN
Brenton Strange,TE,2500.00,JAC
Nikola Kalinic,TE,2500.00,LAR
Treyton Welch,TE,2500.00,NO
Cade Stover,TE,2500.00,HOU
Darnell Washington,TE,2900.00,PIT
Ben Sinnott,TE,2500.00,WAS
Tip Reiman,TE,2500.00,ARI
AJ Barner,TE,3000.00,SEA
Jaheim Bell,TE,2500.00,NE
Cam Grandy,TE,2500.00,CIN
Drew Ogletree,TE,2500.00,IND
Bernhard Seikovits,TE,2500.00,ARI
Zaire Mitchell-Paden,TE,2500.00,BAL
Ja'Tavion Sanders,TE,3400.00,CAR
Patrick Murtagh,TE,2500.00,JAC
Andrew DePaola,TE,2500.00,MIN
Zach Ertz,TE,3800.00,WAS
Taysom Hill,TE,5000.00,NO
MyCole Pruitt,TE,2500.00,PIT
Tyler Ott,TE,2500.00,WAS
Eric Tomlinson,TE,2500.00,LAC
Jordan Matthews,TE,2500.00,CAR
C.J. Uzomah,TE,2500.00,PHI
Tyler Higbee,TE,3200.00,LAR
Nick Vannett,TE,2500.00,TEN
Zach Wood,TE,2500.00,NO
Robert Tonyan,TE,2500.00,MIN
Pharaoh Brown,TE,2500.00,SEA
Mo Alie-Cox,TE,2500.00,IND
Austin Hooper,TE,3200.00,NE
Johnny Mundt,TE,2500.00,MIN
Hunter Henry,TE,4200.00,NE
Evan Engram,TE,4800.00,JAC
Ross Dwelley,TE,2500.00,ATL
Dallas Goedert,TE,4300.00,PHI
Mark Andrews,TE,3900.00,BAL
Matt Sokol,TE,2500.00,PIT
Dalton Schultz,TE,3300.00,HOU
Mike Gesicki,TE,4100.00,CIN
Will Dissly,TE,4000.00,LAC
Drew Sample,TE,2600.00,CIN
Sammis Reyes,TE,2500.00,MIN
Tyler Conklin,TE,3000.00,NYJ
Foster Moreau,TE,3000.00,NO
Josiah Deguara,TE,2500.00,JAC
Tyler Mabry,TE,2500.00,SEA
Josh Oliver,TE,2800.00,MIN
Hayden Hurst,TE,2500.00,LAC
Michael Jacobson,TE,2500.00,NO
Juwan Johnson,TE,3100.00,NO
Mitchell Wilcox,TE,2500.00,NE
Feleipe Franks,TE,2500.00,CAR
N'Keal Harry,TE,2500.00,SEA
Stephen Sullivan,TE,2500.00,CAR
Sean McKeon,TE,2500.00,IND
Ko Kieft,TE,2500.00,TB
Kylen Granson,TE,2500.00,IND
Charlie Woerner,TE,2500.00,ATL
Noah Fant,TE,3600.00,SEA
T.J. Hockenson,TE,4400.00,MIN
Ian Thomas,TE,2500.00,CAR
Kenny Yeboah,TE,2500.00,NYJ
John Bates,TE,2500.00,WAS
Irv Smith Jr.,TE,2500.00,HOU
Armani Rogers,TE,2500.00,ATL
Luke Farrell,TE,2500.00,JAC
Jelani Woods,TE,2500.00,IND
Grant Calcaterra,TE,2600.00,PHI
Dalton Keene,TE,2500.00,HOU
Atlanta Falcons,DF,2700.00,ATL
Houston Texans,DF,3500.00,HOU
Cincinnati Bengals,DF,2800.00,CIN
Tennessee Titans,DF,2400.00,TEN
Indianapolis Colts,DF,2800.00,IND
Los Angeles Rams,DF,2700.00,LAR
Minnesota Vikings,DF,3300.00,MIN
New England Patriots,DF,2500.00,NE
New Orleans Saints,DF,2600.00,NO
New York Jets,DF,2500.00,NYJ
Philadelphia Eagles,DF,2600.00,PHI
Arizona Cardinals,DF,2400.00,ARI
Pittsburgh Steelers,DF,3000.00,PIT
Los Angeles Chargers,DF,3100.00,LAC
Seattle Seahawks,DF,3200.00,SEA
Tampa Bay Buccaneers,DF,3600.00,TB
Washington Commanders,DF,3400.00,WAS
Carolina Panthers,DF,2300.00,CAR
Jacksonville Jaguars,DF,2300.00,JAC
Baltimore Ravens,DF,2900.00,BAL
