Name,Position,Salary,Team
Jaren Hall,QB,6000.00,SEA
Zach Wilson,QB,6000.00,DEN
Tua Tagovailoa,QB,8000.00,MIA
Mac Jones,QB,6800.00,JAC
Adrian Martinez,QB,6000.00,NYJ
Joe Milton III,QB,6000.00,NE
Stetson Bennett,QB,6000.00,LAR
Justin Fields,QB,6000.00,PIT
Jake Fromm,QB,6000.00,DET
Dorian Thompson-Robinson,QB,6000.00,CLE
Jason Bean,QB,6000.00,IND
Sam Ehlinger,QB,6000.00,IND
Jordan Travis,QB,6000.00,NYJ
Malik Cunningham,QB,6000.00,BAL
E.J. Perry,QB,6000.00,JAC
Aidan O'Connell,QB,6000.00,LV
Devin Leary,QB,6000.00,BAL
Andrew Peasley,QB,6000.00,NYJ
Nathan Rourke,QB,6000.00,ATL
Kevin Harris,RB,4000.00,NE
Breece Hall,RB,8500.00,NYJ
Roschon Johnson,RB,5900.00,CHI
Aidan Robbins,RB,4000.00,CLE
Zonovan Knight,RB,4000.00,DET
Kenneth Walker III,RB,7800.00,SEA
Zach Charbonnet,RB,5100.00,SEA
Re'Mahn Davis,RB,5300.00,BUF
Kairee Robinson,RB,4000.00,SEA
Sincere McCormick,RB,4000.00,LV
Craig Reynolds,RB,4600.00,DET
Kyren Williams,RB,9200.00,LAR
Tyler Goodson,RB,5100.00,IND
Tyjae Spears,RB,5300.00,TEN
Kenny McIntosh,RB,4200.00,SEA
Keilan Robinson,RB,4000.00,JAC
Evan Hull,RB,4000.00,IND
Rhamondre Stevenson,RB,6500.00,NE
Jaylen Warren,RB,5500.00,PIT
George Holani,RB,4000.00,SEA
Terrell Jennings,RB,4000.00,NE
Jase McClellan,RB,4000.00,ATL
MarShawn Lloyd,RB,4000.00,GB
Kendre Miller,RB,4000.00,NO
Ellis Merriweather,RB,4000.00,GB
Tank Bigsby,RB,6300.00,JAC
Israel Abanikanda,RB,4000.00,NYJ
Jahmyr Gibbs,RB,8300.00,DET
James Robinson,RB,4000.00,NO
Zach Evans,RB,4000.00,LAR
Daijun Edwards,RB,4000.00,PIT
Emani Bailey,RB,4000.00,KC
Keaton Mitchell,RB,4100.00,BAL
DeWayne McBride,RB,4000.00,MIN
Bijan Robinson,RB,8900.00,ATL
Rasheen Ali,RB,4000.00,BAL
Blake Corum,RB,4900.00,LAR
De'Von Achane,RB,8700.00,MIA
Jabari Small,RB,4000.00,TEN
Frank Gore Jr.,RB,4000.00,BUF
Jaleel McLaughlin,RB,5000.00,DEN
Nate McCrary,RB,4000.00,GB
Jaylen Wright,RB,4900.00,MIA
Carson Steele,RB,4900.00,KC
Audric Estime,RB,5400.00,DEN
Braelon Allen,RB,5400.00,NYJ
Isaiah Davis,RB,4200.00,NYJ
Pierre Strong Jr.,RB,4700.00,CLE
Cody Schrader,RB,4000.00,LAR
Sione Vaki,RB,4000.00,DET
Julius Chestnut,RB,4700.00,TEN
Aaron Shampklin,RB,4000.00,PIT
Carlos Washington Jr.,RB,4000.00,ATL
Jacob Saylors,RB,4000.00,CLE
Emanuel Wilson,RB,5200.00,GB
Louis Rees-Zammit,RB,4000.00,JAC
Dylan Laube,RB,4000.00,LV
Jalen Jackson,RB,4000.00,JAC
Chris Collier,RB,4000.00,BAL
Ian Wheeler,RB,4000.00,CHI
Michael Burton,RB,4400.00,DEN
Ameer Abdullah,RB,4700.00,LV
Raheem Mostert,RB,6600.00,MIA
Cordarrelle Patterson,RB,4300.00,PIT
Derrick Henry,RB,9400.00,BAL
Kyle Juszczyk,RB,4200.00,SF
Aaron Jones,RB,7600.00,MIN
Alvin Kamara,RB,8200.00,NO
Boston Scott,RB,4000.00,PIT
Kareem Hunt,RB,8000.00,KC
Jamaal Williams,RB,4900.00,NO
Samaje Perine,RB,5000.00,KC
Matt Breida,RB,4000.00,SF
Nick Chubb,RB,6200.00,CLE
Christian McCaffrey,RB,9800.00,SF
Jeff Wilson Jr.,RB,4300.00,MIA
D'Onta Foreman,RB,4600.00,CLE
Royce Freeman,RB,4000.00,CLE
Khari Blasingame,RB,4000.00,CHI
D'Ernest Johnson,RB,5200.00,JAC
Myles Gaskin,RB,4000.00,MIN
Ty Johnson,RB,4800.00,BUF
Ke'Shawn Vaughn,RB,4000.00,SF
John Kelly Jr.,RB,4000.00,BAL
Nyheim Hines,RB,4000.00,CLE
Alec Ingold,RB,4200.00,MIA
Tony Pollard,RB,6900.00,TEN
Adam Prentice,RB,4000.00,NO
JaMycal Hasty,RB,4500.00,NE
Jonathan Ward,RB,4000.00,PIT
Jake Funk,RB,4000.00,JAC
Darrynton Evans,RB,4000.00,CHI
Reggie Gilliam,RB,4000.00,BUF
C.J. Ham,RB,4000.00,MIN
La'Mical Perine,RB,4000.00,PIT
Travis Homer,RB,4000.00,CHI
Brittain Brown,RB,4000.00,SEA
Justice Hill,RB,5300.00,BAL
Patrick Taylor Jr.,RB,4400.00,SF
Josh Jacobs,RB,7400.00,GB
Avery Williams,RB,4100.00,ATL
Alexander Mattison,RB,5700.00,LV
Kene Nwangwu,RB,4000.00,NYJ
David Montgomery,RB,8100.00,DET
Patrick Ricard,RB,4300.00,BAL
Clyde Edwards-Helaire,RB,4000.00,KC
Mohamed Ibrahim,RB,4000.00,MIN
Xazavian Valladay,RB,4000.00,NO
SaRodorick Thompson Jr.,RB,4000.00,LAR
Trey Sermon,RB,5000.00,IND
Salvon Ahmed,RB,4000.00,IND
Jordan Mason,RB,5200.00,SF
Markese Stepp,RB,4000.00,NYJ
Ty Chandler,RB,5100.00,MIN
Anthony McFarland Jr.,RB,4000.00,MIA
TaMerik Williams,RB,4000.00,SEA
Cam Akers,RB,5600.00,MIN
Isaac Guerendo,RB,4700.00,SF
Jonathan Taylor,RB,8400.00,IND
Spencer Brown,RB,4000.00,ATL
Blake Watson,RB,4000.00,DEN
Travis Etienne Jr.,RB,6700.00,JAC
Tyler Allgeier,RB,5800.00,ATL
Kobe Lewis,RB,4000.00,SEA
Jerome Ford,RB,5200.00,CLE
Najee Harris,RB,7000.00,PIT
Antonio Gibson,RB,5100.00,NE
Zamir White,RB,5100.00,LV
D'Andre Swift,RB,7100.00,CHI
James Cook,RB,7900.00,BUF
Deshaun Fenwick,RB,4000.00,NE
Joshua Kelley,RB,4000.00,TEN
Ronnie Rivers,RB,4800.00,LAR
Jordan Mims,RB,4800.00,NO
Elijah Mitchell,RB,4000.00,SF
Keaontay Ingram,RB,4000.00,KC
Isiah Pacheco,RB,6000.00,KC
Jack Colletto,RB,4000.00,PIT
Jermar Jefferson,RB,4000.00,DET
AJ Dillon,RB,4000.00,GB
Deon Jackson,RB,4000.00,NYJ
Javonte Williams,RB,5500.00,DEN
Trent Pennix,RB,4000.00,IND
Ricky Person Jr.,RB,4000.00,SEA
Robert Burns,RB,4000.00,ATL
Henry Pearson,RB,4000.00,GB
Jarveon Howard,RB,4000.00,GB
Deneric Prince,RB,4000.00,MIA
Jacob Kibodi,RB,4000.00,NO
Tyler Badie,RB,4000.00,DEN
Owen Wright,RB,4000.00,BAL
Ricky Pearsall,WR,5800.00,SF
Anthony Gould,WR,4000.00,IND
Ramel Keyton,WR,4200.00,LV
John Jackson III,WR,4000.00,CHI
Puka Nacua,WR,8300.00,LAR
Jordan Whittington,WR,4700.00,LAR
Ahmarean Brown,WR,4000.00,BUF
Devaughn Vele,WR,5200.00,DEN
Garrett Wilson,WR,8100.00,NYJ
Tre Tucker,WR,5100.00,LV
Nsimba Webster,WR,4000.00,CHI
Ashton Dulin,WR,4300.00,IND
Deonte Harty,WR,4000.00,BAL
Malik Taylor,WR,4000.00,NYJ
Jeff Foreman,WR,4000.00,LV
Tom Kennedy,WR,4000.00,DET
Jha'Quan Jackson,WR,4000.00,TEN
George Pickens,WR,7500.00,PIT
Treylon Burks,WR,4500.00,TEN
Dontayvion Wicks,WR,5000.00,GB
Dayton Wade,WR,4000.00,BAL
Tahj Washington,WR,4000.00,MIA
Jalon Calhoun,WR,4000.00,DET
Malik Washington,WR,4500.00,MIA
Terique Owens,WR,4000.00,SF
Rashee Rice,WR,4000.00,KC
Jameson Williams,WR,6300.00,DET
DeMario Douglas,WR,5300.00,NE
Casey Washington,WR,4000.00,ATL
Skyy Moore,WR,4000.00,KC
Zay Flowers,WR,7600.00,BAL
Xavier Gipson,WR,4600.00,NYJ
Lincoln Victor,WR,4000.00,DEN
Xavier White,WR,4000.00,IND
Joshua Cephus,WR,4000.00,JAC
Isaiah Washington,WR,4000.00,BAL
Drake London,WR,7800.00,ATL
Jamari Thrash,WR,4000.00,CLE
Xavier Smith,WR,4200.00,LAR
Peter LeBlanc,WR,4000.00,CHI
David Bell,WR,4000.00,CLE
Jacob Cowing,WR,4100.00,SF
Cornelius Johnson,WR,4000.00,GB
Ty James,WR,4000.00,MIN
Shaquan Davis,WR,4000.00,PIT
Isaiah Winstead,WR,4000.00,NYJ
Kayshon Boutte,WR,4900.00,NE
Rome Odunze,WR,5600.00,CHI
Marvin Mims Jr.,WR,4400.00,DEN
Ja'Lynn Polk,WR,4800.00,NE
Malachi Corley,WR,4800.00,NYJ
Jordan Addison,WR,5800.00,MIN
Tyler Scott,WR,4100.00,CHI
Josh Downs,WR,6900.00,IND
Jaxon Smith-Njigba,WR,7300.00,SEA
Kristian Wilkerson,WR,4200.00,LV
Mason Kinsey,WR,4000.00,TEN
Parker Washington,WR,5300.00,JAC
Roman Wilson,WR,4000.00,PIT
Jason Brownlee,WR,4000.00,NYJ
Javon Baker,WR,4000.00,NE
Malik Heath,WR,4100.00,GB
Tulu Griffin,WR,4000.00,CLE
Chris Blair,WR,4000.00,ATL
Brian Thomas Jr.,WR,6600.00,JAC
Adonai Mitchell,WR,5300.00,IND
Troy Franklin,WR,5000.00,DEN
Samori Toure,WR,4000.00,CHI
Je'Quan Burton,WR,4000.00,MIA
Michael Bandy,WR,4000.00,DEN
Devontez Walker,WR,4000.00,BAL
Keon Coleman,WR,6000.00,BUF
Grant DuBose,WR,4000.00,MIA
Xavier Worthy,WR,6000.00,KC
Jadon Janke,WR,4000.00,MIA
DeAndre Hopkins,WR,6700.00,KC
Joseph Scates,WR,4000.00,JAC
Hamze El-Zayat,WR,4000.00,NYJ
Reggie Brown,WR,4000.00,KC
Christian Watson,WR,5700.00,GB
Dareke Young,WR,4000.00,SEA
Lance McCutcheon,WR,4000.00,PIT
Dee Williams,WR,4000.00,SEA
Kaden Davis,WR,4000.00,DEN
Tyreik McAllister,WR,4100.00,LV
Rashid Shaheed,WR,4000.00,NO
Qadir Ismail,WR,4000.00,BAL
Colton Dowell,WR,4000.00,TEN
Keilahn Harris,WR,4000.00,PIT
TJ Luther,WR,4000.00,GB
Rory Starkey Jr.,WR,4000.00,GB
JaQuae Jackson,WR,4000.00,NE
Devron Harper,WR,4000.00,MIN
Mason Tipton,WR,5000.00,NO
Jermaine Jackson,WR,4600.00,NO
Kyle Sheets,WR,4000.00,KC
Wayne Ruby,WR,4000.00,JAC
David White Jr.,WR,4000.00,JAC
Brevin Easton,WR,4000.00,JAC
JJ Laap,WR,4000.00,LAR
Hayden Hatten,WR,4000.00,SEA
Jaaron Hayek,WR,4000.00,KC
John Jiles,WR,4000.00,NE
Sam Schnee,WR,4000.00,TEN
David Wallis,WR,4000.00,NE
Derek Slywka,WR,4000.00,IND
Mack Hollins,WR,5600.00,BUF
Phillip Dorsett II,WR,4000.00,ATL
Robbie Chosen,WR,4000.00,MIA
Tyler Lockett,WR,6100.00,SEA
Justin Hardee Sr.,WR,4000.00,TEN
Allen Robinson II,WR,4400.00,DET
Keenan Allen,WR,5800.00,CHI
Nelson Agholor,WR,5100.00,BAL
Chris Conley,WR,4500.00,SF
Damiere Byrd,WR,4000.00,BUF
Amari Cooper,WR,6300.00,BUF
Odell Beckham Jr.,WR,4700.00,MIA
Jakeem Grant Sr.,WR,4000.00,ATL
Demarcus Robinson,WR,5900.00,LAR
Mike Williams,WR,5700.00,PIT
Greg Ward,WR,4000.00,IND
Marquez Valdes-Scantling,WR,5900.00,NO
Tyler Boyd,WR,4600.00,TEN
Laquon Treadwell,WR,4100.00,IND
Anthony Miller,WR,4000.00,BAL
River Cracraft,WR,4000.00,MIA
Trent Taylor,WR,4000.00,SF
Willie Snead IV,WR,4000.00,MIA
Davante Adams,WR,7400.00,NYJ
Keith Kirkwood,WR,4000.00,BAL
Brandon Powell,WR,4300.00,MIN
Braxton Berrios,WR,4000.00,MIA
Curtis Samuel,WR,5000.00,BUF
Russell Gage,WR,4000.00,SF
Josh Reynolds,WR,4500.00,DEN
Tyreek Hill,WR,8500.00,MIA
Malik Turner,WR,4000.00,SF
James Washington,WR,4000.00,ATL
JuJu Smith-Schuster,WR,5200.00,KC
Deebo Samuel Sr.,WR,8200.00,SF
Trent Sherfield Sr.,WR,4600.00,MIN
Juwann Winfree,WR,4000.00,IND
Dante Pettis,WR,4400.00,NO
Allen Lazard,WR,4000.00,NYJ
Tim Patrick,WR,4900.00,DET
Tre'Quan Smith,WR,4000.00,DET
Courtland Sutton,WR,6800.00,DEN
Blake Lynch,WR,4000.00,LV
Christian Kirk,WR,4000.00,JAC
Stanley Morgan Jr.,WR,4000.00,NO
Scotty Miller,WR,4100.00,PIT
David Sills V,WR,4000.00,DEN
Jauan Jennings,WR,6200.00,SF
Deon Cain,WR,4000.00,BUF
Ray-Ray McCloud III,WR,5600.00,ATL
DeAndre Carter,WR,4100.00,CHI
DJ Moore,WR,6100.00,CHI
James Proche II,WR,4000.00,CLE
Andy Isabella,WR,4000.00,PIT
Jakobi Meyers,WR,6200.00,LV
K.J. Osborn,WR,4700.00,NE
Lucky Jackson,WR,4000.00,MIN
Nick Westbrook-Ikhine,WR,5400.00,TEN
Irvin Charles,WR,4000.00,NYJ
Calvin Ridley,WR,6400.00,TEN
Van Jefferson,WR,4400.00,PIT
Scotty Washington,WR,4000.00,BAL
Alex Bachman,WR,4700.00,LV
Miles Boykin,WR,4000.00,SEA
Equanimeous St. Brown,WR,4000.00,NO
Jalen Guyton,WR,4000.00,LV
Maurice Alexander,WR,4000.00,DET
Diontae Johnson,WR,5700.00,BAL
Austin Mack,WR,4000.00,ATL
Tyler Johnson,WR,4900.00,LAR
N'Keal Harry,WR,4000.00,SEA
Michael Pittman Jr.,WR,5900.00,IND
Freddie Swain,WR,4000.00,CHI
Cedrick Wilson Jr.,WR,5100.00,NO
Jalen Virgil,WR,4100.00,BUF
Darnell Mooney,WR,7000.00,ATL
Collin Johnson,WR,4000.00,CHI
Cornell Powell,WR,4000.00,KC
Demetric Felton Jr.,WR,4000.00,IND
Kalif Raymond,WR,4800.00,DET
Velus Jones Jr.,WR,4000.00,JAC
Frank Darby,WR,4000.00,SF
Jalen Camp,WR,4000.00,CLE
Lil'Jordan Humphrey,WR,4500.00,DEN
Devin Duvernay,WR,4000.00,JAC
Ben Skowronek,WR,4000.00,PIT
Brandon Johnson,WR,4000.00,PIT
Mecole Hardman Jr.,WR,5000.00,KC
Tyrie Cleveland,WR,4000.00,IND
DJ Turner,WR,5100.00,LV
Quintez Cephus,WR,4000.00,LAR
Dee Eskridge,WR,4000.00,MIA
Denzel Mims,WR,4000.00,JAC
Trishton Jackson,WR,4000.00,MIN
DK Metcalf,WR,8000.00,SEA
Samson Nacua,WR,4000.00,NO
Chase Claypool,WR,4000.00,BUF
Quez Watkins,WR,4000.00,PIT
Cooper Kupp,WR,8800.00,LAR
Kendrick Bourne,WR,5000.00,NE
Justin Watson,WR,4800.00,KC
Daurice Fountain,WR,4000.00,DET
KhaDarel Hodge,WR,4300.00,ATL
Justin Jefferson,WR,9000.00,MIN
Terrace Marshall Jr.,WR,4000.00,LV
Jontre Kirklin,WR,4000.00,SF
Jaray Jenkins,WR,4000.00,PIT
Brandon Aiyuk,WR,4000.00,SF
Rashod Bateman,WR,5400.00,BAL
Kyric McGowan,WR,4000.00,MIA
Kadarius Toney,WR,4300.00,CLE
Jacob Copeland,WR,4000.00,PIT
Brandon Smith,WR,4000.00,NYJ
KJ Hamler,WR,4000.00,BUF
Justin Shorter,WR,4000.00,LV
Alec Pierce,WR,5400.00,IND
Khalil Shakir,WR,6500.00,BUF
Erik Ezukanma,WR,4000.00,MIA
Drake Stoops,WR,4000.00,LAR
Marquise Brown,WR,4000.00,KC
Dylan Drummond,WR,4000.00,ATL
Terrell Bynum,WR,4000.00,LV
Amon-Ra St. Brown,WR,9200.00,DET
Bryce Oliver,WR,4400.00,TEN
Josh Ali,WR,4000.00,ATL
Bryan Thompson,WR,4000.00,BUF
Cedric Tillman,WR,6500.00,CLE
Tylan Wallace,WR,4700.00,BAL
A.T. Perry,WR,4000.00,DEN
Anthony Schwartz,WR,4000.00,MIA
Dominique Robinson,WR,4000.00,CHI
Chris Olave,WR,4000.00,NO
Laviska Shenault Jr.,WR,4300.00,SEA
Dimitri Stanley,WR,4000.00,GB
Jeshaun Jones,WR,4000.00,MIN
Kawaan Baker,WR,4000.00,NE
Jalen Wayne,WR,4000.00,GB
Elijah Moore,WR,5500.00,CLE
Braylon Sanders,WR,4000.00,NE
Austin Trammell,WR,4200.00,JAC
Justin Hall,WR,4000.00,MIN
Tyquan Thornton,WR,4100.00,NE
Tre'Shaun Harrison,WR,4000.00,TEN
Tim Jones,WR,4500.00,JAC
Jayden Reed,WR,7700.00,GB
Justyn Ross,WR,4000.00,KC
Michael Woods II,WR,4000.00,CLE
Jesse Matthews,WR,4000.00,ATL
Julian Hicks,WR,4000.00,GB
Jerry Jeudy,WR,5800.00,CLE
Jaylen Waddle,WR,6200.00,MIA
Tyrell Shavers,WR,4200.00,BUF
Calvin Austin III,WR,5200.00,PIT
Kevin Austin Jr.,WR,4700.00,NO
Lawrence Keys III,WR,4000.00,BUF
Ronnie Bell,WR,4200.00,SF
Donovan Peoples-Jones,WR,4000.00,DET
Tarik Black,WR,4000.00,MIA
Nikko Remigio,WR,4000.00,KC
Matt Landers,WR,4000.00,NE
Ethan Fernea,WR,4000.00,IND
Jaelon Darden,WR,4000.00,CLE
Marcus Jones,WR,4000.00,NE
Malik Knowles,WR,4000.00,GB
Phillip Brooks,WR,4000.00,KC
Sean Ryan,WR,4000.00,BAL
Bo Melton,WR,4500.00,GB
Zavier Scott,WR,4000.00,MIN
Jalen Nailor,WR,5000.00,MIN
Cody White,WR,4000.00,SEA
Marcus Riley,WR,4000.00,NYJ
Tyler Harrell,WR,4000.00,NYJ
Tutu Atwell,WR,5000.00,LAR
Jake Bobo,WR,4800.00,SEA
Rondale Moore,WR,4000.00,ATL
Antoine Green,WR,4000.00,DET
Easop Winston Jr.,WR,4000.00,SEA
Thayer Thomas,WR,4000.00,MIN
Elijah Cooks,WR,4100.00,JAC
Romeo Doubs,WR,5800.00,GB
Gabe Davis,WR,5700.00,JAC
Sam Wiglusz,WR,4000.00,LAR
D.J. Montgomery,WR,4000.00,IND
Montrell Washington,WR,4000.00,KC
Keelan Doss,WR,4000.00,LV
Riley Sharp,TE,4000.00,BAL
Trey Knox,TE,4000.00,MIN
Davis Allen,TE,4200.00,LAR
Austin Stogner,TE,4000.00,ATL
Baylor Cupp,TE,4000.00,KC
Jared Wiley,TE,4000.00,KC
Brenton Strange,TE,4700.00,JAC
Stephen Carlson,TE,4000.00,CHI
Matt Orzech,TE,4000.00,GB
Leroy Watson IV,TE,4000.00,TEN
Donald Parham Jr.,TE,4000.00,DEN
Jody Fortson Jr.,TE,4000.00,KC
Sam LaPorta,TE,5700.00,DET
Treyton Welch,TE,4000.00,NO
Mason Fairchild,TE,4000.00,NO
Dylan Leonard,TE,4000.00,DEN
Luke Musgrave,TE,4600.00,GB
Neal Johnson,TE,4000.00,MIN
Hayden Rucci,TE,4000.00,MIA
Adam Trautman,TE,4700.00,DEN
Darnell Washington,TE,4600.00,PIT
AJ Barner,TE,4800.00,SEA
Jaheim Bell,TE,4000.00,NE
Michael Mayer,TE,4000.00,LV
Dalton Kincaid,TE,5800.00,BUF
Patrick Scales,TE,4000.00,CHI
Zach Davidson,TE,4000.00,BUF
Shane Zylstra,TE,4000.00,DET
Brock Bowers,TE,7200.00,LV
Izaiah Gathings,TE,4000.00,KC
Lincoln Sefcik,TE,4000.00,NYJ
Tucker Kraft,TE,6000.00,GB
Nikola Kalinic,TE,4000.00,LAR
Tanner Conner,TE,4000.00,MIA
Steven Stilianos,TE,4000.00,TEN
Nate Adkins,TE,4100.00,DEN
Patrick Murtagh,TE,4000.00,JAC
Julian Hill,TE,4200.00,MIA
Shawn Bowman,TE,4000.00,JAC
Mason Pline,TE,4000.00,SF
Mike Rigerman,TE,4000.00,BAL
Devon Garrison,TE,4000.00,SEA
Andrew DePaola,TE,4000.00,MIN
Mo Alie-Cox,TE,4000.00,IND
Logan Thomas,TE,4000.00,SF
Nick Vannett,TE,4400.00,TEN
Pharaoh Brown,TE,4200.00,SEA
Travis Kelce,TE,7400.00,KC
Geoff Swaim,TE,4000.00,CLE
George Kittle,TE,8000.00,SF
Austin Hooper,TE,4900.00,NE
Johnny Mundt,TE,4300.00,MIN
Hunter Henry,TE,5300.00,NE
Evan Engram,TE,5900.00,JAC
Durham Smythe,TE,4300.00,MIA
James Winchester,TE,4000.00,KC
Taysom Hill,TE,6400.00,NO
Tyler Higbee,TE,4000.00,LAR
Jonnu Smith,TE,5100.00,MIA
Mark Andrews,TE,6100.00,BAL
Matt Sokol,TE,4000.00,PIT
Andrew Beck,TE,4000.00,GB
David Njoku,TE,6600.00,CLE
Tommy Sweeney,TE,4000.00,CHI
Gerald Everett,TE,4200.00,CHI
Jordan Akins,TE,4700.00,CLE
Mitchell Fraboni,TE,4000.00,DEN
Parker Hesse,TE,4000.00,DET
Sammis Reyes,TE,4000.00,MIN
Tyler Conklin,TE,5000.00,NYJ
Foster Moreau,TE,4800.00,NO
Tommy Hudson,TE,4000.00,NO
Josiah Deguara,TE,4000.00,JAC
Tyler Davis,TE,4000.00,GB
MyCole Pruitt,TE,4100.00,PIT
Tyler Mabry,TE,4000.00,SEA
Josh Oliver,TE,4700.00,MIN
La'Michael Pettway,TE,4000.00,NE
Zach Gentry,TE,4000.00,LV
Dawson Knox,TE,5100.00,BUF
Juwan Johnson,TE,5200.00,NO
Mitchell Wilcox,TE,4000.00,NE
Giovanni Ricci,TE,4000.00,CLE
Michael Jacobson,TE,4000.00,NO
Marcedes Lewis,TE,4100.00,CHI
Sean McKeon,TE,4000.00,IND
Josh Pederson,TE,4000.00,JAC
Hunter Kampmoyer,TE,4000.00,DEN
Jack Stoll,TE,4000.00,MIA
Miller Forristall,TE,4000.00,LAR
Cole Fotheringham,TE,4000.00,LV
Harrison Bryant,TE,4400.00,LV
Trevon Wesco,TE,4000.00,LV
Kylen Granson,TE,4000.00,IND
Charlie Woerner,TE,4100.00,ATL
Jordan Thomas,TE,4000.00,ATL
Noah Fant,TE,5000.00,SEA
T.J. Hockenson,TE,6500.00,MIN
Kenny Yeboah,TE,4200.00,NYJ
Armani Rogers,TE,4000.00,ATL
Luke Farrell,TE,4200.00,JAC
Eric Saubert,TE,4100.00,SF
Anthony Firkser,TE,4000.00,KC
Robert Tonyan,TE,4000.00,MIN
Ross Dwelley,TE,4000.00,ATL
Kevin Rader,TE,4000.00,NO
Charlie Kolar,TE,4500.00,BAL
James Mitchell,TE,4000.00,DET
Lucas Krull,TE,4500.00,DEN
Kyle Pitts,TE,5500.00,ATL
Zack Kuntz,TE,4000.00,NYJ
Pat Freiermuth,TE,5300.00,PIT
Josh Whyle,TE,4300.00,TEN
Brayden Willis,TE,4000.00,SF
Thomas Odukoya,TE,4000.00,TEN
Jack Westover,TE,4000.00,NE
Brenden Bates,TE,4000.00,NYJ
Thomas Yassmin,TE,4000.00,DEN
Isaiah Likely,TE,5600.00,BAL
Jacob Warren,TE,4000.00,NE
Jelani Woods,TE,4000.00,IND
Blake Whiteheart,TE,4000.00,CLE
John Samuel Shenker,TE,4000.00,LV
Jeremy Ruckert,TE,4900.00,NYJ
Brady Russell,TE,4000.00,SEA
Chig Okonkwo,TE,4800.00,TEN
Peyton Hendershot,TE,4100.00,KC
Ben Sims,TE,4200.00,GB
Tre' McKitty,TE,4000.00,BUF
Colby Parkinson,TE,5000.00,LAR
Gerrit Prince,TE,4000.00,KC
Quintin Morris,TE,4100.00,BUF
Dallin Holker,TE,4000.00,NO
Joel Wilson,TE,4000.00,CHI
Cameron Latu,TE,4000.00,CLE
Brock Wright,TE,4600.00,DET
Cole Kmet,TE,5200.00,CHI
Geor'Quarius Spivey,TE,4000.00,KC
Jake Tonges,TE,4100.00,SF
John FitzPatrick,TE,4000.00,GB
Michael Ezeike,TE,4000.00,SEA
Greg Dulcich,TE,4000.00,DEN
Johnny Lumpkin,TE,4000.00,GB
David Martin-Robinson,TE,4000.00,TEN
Connor Heyward,TE,4100.00,PIT
