Name,Position,Salary,Team
Rico Dowdle,RB,6300.00,DAL
J.J. Taylor,RB,4500.00,HOU
Patrick Taylor Jr.,RB,4000.00,SF
Josh Jacobs,RB,7600.00,GB
Alexander Mattison,RB,5700.00,LV
Tony Jones Jr.,RB,4000.00,ARI
David Montgomery,RB,8400.00,DET
Austin Ekeler,RB,6600.00,WAS
Chase Edmonds,RB,4000.00,TB
Clyde Edwards-Helaire,RB,4000.00,KC
Mohamed Ibrahim,RB,4000.00,MIN
Malik Davis,RB,4000.00,DAL
Dameon Pierce,RB,5400.00,HOU
Tyrone Tracy Jr.,RB,6700.00,NYG
Trey Sermon,RB,4800.00,IND
Salvon Ahmed,RB,4000.00,IND
Jordan Mason,RB,5100.00,SF
Ty Chandler,RB,5000.00,MIN
Chuba Hubbard,RB,7100.00,CAR
Anthony McFarland Jr.,RB,4000.00,MIA
TaMerik Williams,RB,4000.00,SEA
Cam Akers,RB,5900.00,MIN
Isaac Guerendo,RB,4600.00,SF
Jonathan Taylor,RB,8000.00,IND
Blake Watson,RB,4000.00,DEN
Troy Hairston II,RB,4000.00,HOU
Kobe Lewis,RB,4000.00,SEA
Brian Robinson Jr.,RB,7900.00,WAS
Antonio Gibson,RB,5000.00,NE
Zamir White,RB,5000.00,LV
D'Andre Swift,RB,7000.00,CHI
Deshaun Fenwick,RB,4000.00,NE
Joshua Kelley,RB,4000.00,TEN
Elijah Mitchell,RB,4000.00,SF
Keaontay Ingram,RB,4000.00,KC
Isiah Pacheco,RB,8200.00,KC
Raheem Blackshear,RB,4000.00,CAR
Hassan Hall,RB,4000.00,ARI
Jermar Jefferson,RB,4000.00,DET
AJ Dillon,RB,4000.00,GB
Michael Carter,RB,4000.00,ARI
British Brooks,RB,4000.00,HOU
Javonte Williams,RB,6200.00,DEN
Trent Pennix,RB,4000.00,IND
Ricky Person Jr.,RB,4000.00,SEA
DeeJay Dallas,RB,4200.00,ARI
Lorenzo Lingard,RB,4000.00,NYG
Henry Pearson,RB,4000.00,GB
Emari Demercado,RB,4900.00,ARI
Jarveon Howard,RB,4000.00,GB
Deneric Prince,RB,4000.00,MIA
Jashaun Corbin,RB,4000.00,NYG
Tyler Badie,RB,4000.00,DEN
John Metchie III,WR,5500.00,HOU
Ricky Pearsall,WR,5600.00,SF
Anthony Gould,WR,4000.00,IND
Trey Palmer,WR,5100.00,TB
Ramel Keyton,WR,4300.00,LV
John Jackson III,WR,4000.00,CHI
Devaughn Vele,WR,5500.00,DEN
Wan'Dale Robinson,WR,5700.00,NYG
Luke McCaffrey,WR,4600.00,WAS
Tre Tucker,WR,5200.00,LV
Nsimba Webster,WR,4000.00,CHI
Davion Davis,WR,4000.00,WAS
Ashton Dulin,WR,4200.00,IND
Corey Crooms Jr.,WR,4000.00,DAL
Jeff Foreman,WR,4000.00,LV
Tom Kennedy,WR,4000.00,DET
Gunner Olszewski,WR,4000.00,NYG
Jha'Quan Jackson,WR,4000.00,TEN
Jalen Cropper,WR,4000.00,DAL
Treylon Burks,WR,4200.00,TEN
Dontayvion Wicks,WR,4800.00,GB
Tahj Washington,WR,4000.00,MIA
Jalon Calhoun,WR,4000.00,DET
Malik Washington,WR,4600.00,MIA
Terique Owens,WR,4000.00,SF
Rashee Rice,WR,4000.00,KC
Jameson Williams,WR,6800.00,DET
DeMario Douglas,WR,5400.00,NE
Tayvion Robinson,WR,4000.00,CAR
Skyy Moore,WR,4000.00,KC
Jared Wayne,WR,4000.00,HOU
Jonathan Mingo,WR,4700.00,DAL
Lincoln Victor,WR,4000.00,DEN
Xavier White,WR,4000.00,IND
Peter LeBlanc,WR,4000.00,CHI
Xavier Legette,WR,5800.00,CAR
Xavier Weaver,WR,4000.00,ARI
Jacob Cowing,WR,4100.00,SF
Cornelius Johnson,WR,4000.00,GB
Ty James,WR,4000.00,MIN
Kayshon Boutte,WR,5100.00,NE
Xavier Hutchinson,WR,4900.00,HOU
Rome Odunze,WR,5400.00,CHI
Jalen McMillan,WR,5300.00,TB
Marvin Mims Jr.,WR,5100.00,DEN
Ja'Lynn Polk,WR,4600.00,NE
Mitchell Tinsley,WR,4000.00,WAS
Jordan Addison,WR,6200.00,MIN
Tyler Scott,WR,4000.00,CHI
Tank Dell,WR,7000.00,HOU
Josh Downs,WR,6900.00,IND
Jaxon Smith-Njigba,WR,7500.00,SEA
Kristian Wilkerson,WR,4000.00,LV
Mason Kinsey,WR,4000.00,TEN
Rakim Jarrett,WR,4800.00,TB
Jalen Brooks,WR,4400.00,DAL
Javon Baker,WR,4000.00,NE
Malik Heath,WR,4000.00,GB
Jalin Hyatt,WR,4700.00,NYG
Raleigh Webb,WR,4000.00,TB
Michael Strachan,WR,4000.00,WAS
Malik Nabers,WR,8200.00,NYG
Adonai Mitchell,WR,5100.00,IND
Troy Franklin,WR,5400.00,DEN
Samori Toure,WR,4000.00,CHI
Marvin Harrison Jr.,WR,7200.00,ARI
Je'Quan Burton,WR,4000.00,MIA
Michael Bandy,WR,4000.00,DEN
Tejhaun Palmer,WR,4000.00,ARI
Grant DuBose,WR,4000.00,MIA
Daylen Baldwin,WR,4000.00,ARI
Xavier Worthy,WR,6600.00,KC
Jadon Janke,WR,4000.00,MIA
Jaxon Janke,WR,4000.00,HOU
DeAndre Hopkins,WR,6500.00,KC
Reggie Brown,WR,4000.00,KC
Latreal Jones,WR,4000.00,TB
Christian Watson,WR,6100.00,GB
Dareke Young,WR,4000.00,SEA
Dee Williams,WR,4000.00,SEA
Kaden Davis,WR,4000.00,DEN
Tyreik McAllister,WR,4000.00,LV
Dennis Houston,WR,4000.00,TB
Ayir Asante,WR,4000.00,NYG
Colton Dowell,WR,4000.00,TEN
TJ Luther,WR,4000.00,GB
David Durden,WR,4000.00,DAL
Rory Starkey Jr.,WR,4000.00,GB
JaQuae Jackson,WR,4000.00,NE
Ryan Flournoy,WR,4100.00,DAL
Devron Harper,WR,4000.00,MIN
Kyle Sheets,WR,4000.00,KC
Hayden Hatten,WR,4000.00,SEA
Jaaron Hayek,WR,4000.00,KC
Kameron Johnson,WR,4600.00,TB
Jalen Coker,WR,5300.00,CAR
John Jiles,WR,4000.00,NE
Sam Schnee,WR,4000.00,TEN
David Wallis,WR,4000.00,NE
Derek Slywka,WR,4000.00,IND
Praise Olatoke,WR,4000.00,CAR
Martavis Bryant,WR,4000.00,WAS
Jamison Crowder,WR,4000.00,WAS
Stefon Diggs,WR,4000.00,HOU
Robbie Chosen,WR,4000.00,MIA
Tyler Lockett,WR,5800.00,SEA
Sterling Shepard,WR,5600.00,TB
Justin Hardee Sr.,WR,4000.00,TEN
Allen Robinson II,WR,4300.00,DET
Keenan Allen,WR,5900.00,CHI
Brandin Cooks,WR,5000.00,DAL
Robert Woods,WR,4800.00,HOU
Chris Conley,WR,4300.00,SF
Jordan Matthews,WR,4100.00,CAR
Odell Beckham Jr.,WR,4800.00,MIA
Mike Evans,WR,8000.00,TB
Chris Moore,WR,4000.00,ARI
Adam Thielen,WR,4900.00,CAR
Greg Ward,WR,4000.00,IND
Tyler Boyd,WR,4800.00,TEN
Zay Jones,WR,4300.00,ARI
Laquon Treadwell,WR,4000.00,IND
River Cracraft,WR,4100.00,MIA
Trent Taylor,WR,4000.00,SF
Willie Snead IV,WR,4000.00,MIA
Brandon Powell,WR,4200.00,MIN
Braxton Berrios,WR,4000.00,MIA
Russell Gage,WR,4000.00,SF
Josh Reynolds,WR,4500.00,DEN
Zach Pascal,WR,4000.00,ARI
Isaiah McKenzie,WR,4000.00,NYG
Tyreek Hill,WR,8300.00,MIA
Cam Sims,WR,4000.00,CAR
C.J. Goodwin,WR,4000.00,DAL
Malik Turner,WR,4000.00,SF
Cody Thompson,WR,4000.00,TB
Chris Godwin,WR,4000.00,TB
JuJu Smith-Schuster,WR,5000.00,KC
Deebo Samuel Sr.,WR,7600.00,SF
Trent Sherfield Sr.,WR,4400.00,MIN
Juwann Winfree,WR,4000.00,IND
Noah Brown,WR,5400.00,WAS
Terry McLaurin,WR,7800.00,WAS
Tim Patrick,WR,4900.00,DET
Tre'Quan Smith,WR,4000.00,DET
Courtland Sutton,WR,7100.00,DEN
Tyron Billy-Johnson,WR,4000.00,DAL
Andre Baccellia,WR,4000.00,ARI
Blake Lynch,WR,4000.00,LV
KaVontae Turpin,WR,4700.00,DAL
David Sills V,WR,4000.00,DEN
Jauan Jennings,WR,6700.00,SF
DeAndre Carter,WR,4100.00,CHI
Steven Sims Jr.,WR,4000.00,HOU
DJ Moore,WR,6000.00,CHI
Jakobi Meyers,WR,6400.00,LV
Darius Slayton,WR,5300.00,NYG
K.J. Osborn,WR,4100.00,NE
Lucky Jackson,WR,4000.00,MIN
Jeff Smith,WR,4000.00,ARI
Nick Westbrook-Ikhine,WR,5500.00,TEN
Dan Chisena,WR,4000.00,CAR
Olamide Zaccheaus,WR,4900.00,WAS
Calvin Ridley,WR,6300.00,TEN
Alex Bachman,WR,4000.00,LV
Miles Boykin,WR,4000.00,SEA
Jalen Guyton,WR,4000.00,LV
Maurice Alexander,WR,4000.00,DET
Deontay Burnett,WR,4000.00,DAL
N'Keal Harry,WR,4000.00,SEA
Michael Pittman Jr.,WR,5700.00,IND
Byron Pringle,WR,4000.00,WAS
Freddie Swain,WR,4000.00,CHI
Greg Dortch,WR,4900.00,ARI
Collin Johnson,WR,4000.00,CHI
Cornell Powell,WR,4000.00,KC
Demetric Felton Jr.,WR,4000.00,IND
Kalif Raymond,WR,4700.00,DET
Frank Darby,WR,4000.00,SF
Lil'Jordan Humphrey,WR,5000.00,DEN
Kelvin Harmon,WR,4000.00,DAL
Marquez Callaway,WR,4100.00,TB
Mecole Hardman Jr.,WR,4700.00,KC
Tyrie Cleveland,WR,4000.00,IND
DJ Turner,WR,5000.00,LV
Dee Eskridge,WR,4000.00,MIA
Trishton Jackson,WR,4000.00,MIN
DK Metcalf,WR,7900.00,SEA
David Moore,WR,4500.00,CAR
Kendrick Bourne,WR,5200.00,NE
Justin Watson,WR,4900.00,KC
Daurice Fountain,WR,4000.00,DET
Justin Jefferson,WR,9000.00,MIN
Terrace Marshall Jr.,WR,4200.00,LV
Jontre Kirklin,WR,4000.00,SF
Racey McMath,WR,4000.00,DAL
Brandon Aiyuk,WR,4000.00,SF
Kyric McGowan,WR,4000.00,MIA
Ihmir Smith-Marsette,WR,4100.00,NYG
Justin Shorter,WR,4000.00,LV
Alec Pierce,WR,5700.00,IND
Erik Ezukanma,WR,4000.00,MIA
CeeDee Lamb,WR,8400.00,DAL
Marquise Brown,WR,4000.00,KC
Tanner Knue,WR,4000.00,TB
Terrell Bynum,WR,4000.00,LV
Amon-Ra St. Brown,WR,9500.00,DET
Bryce Oliver,WR,4500.00,TEN
Sage Surratt,WR,4000.00,ARI
A.T. Perry,WR,4000.00,DEN
Seth Williams,WR,4000.00,DAL
Anthony Schwartz,WR,4000.00,MIA
Dominique Robinson,WR,4000.00,CHI
Laviska Shenault Jr.,WR,4100.00,SEA
Daniel Arias,WR,4000.00,ARI
Dimitri Stanley,WR,4000.00,GB
Jeshaun Jones,WR,4000.00,MIN
Daewood Davis,WR,4000.00,CAR
Johnny Johnson III,WR,4000.00,HOU
Kawaan Baker,WR,4000.00,NE
Cephus Johnson III,WR,4000.00,TB
Jalen Wayne,WR,4000.00,GB
Jalen Tolbert,WR,5300.00,DAL
Braylon Sanders,WR,4000.00,NE
Cam Johnson,WR,4000.00,CAR
Justin Hall,WR,4000.00,MIN
Tyquan Thornton,WR,4200.00,KC
Tre'Shaun Harrison,WR,4000.00,TEN
Jayden Reed,WR,7300.00,GB
Michael Wilson,WR,5200.00,ARI
Brycen Tremayne,WR,4000.00,WAS
Justyn Ross,WR,4000.00,KC
Dax Milne,WR,4000.00,CAR
Julian Hicks,WR,4000.00,GB
Jaylen Waddle,WR,5900.00,MIA
Ronnie Bell,WR,4100.00,SF
Nico Collins,WR,8900.00,HOU
Donovan Peoples-Jones,WR,4000.00,DET
Tarik Black,WR,4000.00,MIA
Nikko Remigio,WR,4000.00,KC
Matt Landers,WR,4000.00,NE
Kearis Jackson,WR,4000.00,NYG
Ethan Fernea,WR,4000.00,IND
Chase Cota- DUP,WR,4000.00,NYG
Kazmeir Allen,WR,4000.00,WAS
Marcus Jones,WR,4000.00,NE
Malik Knowles,WR,4000.00,GB
Phillip Brooks,WR,4000.00,KC
Bo Melton,WR,4400.00,GB
Zavier Scott,WR,4000.00,MIN
Jalen Nailor,WR,5000.00,MIN
Cody White,WR,4000.00,SEA
Isaiah Hodgins,WR,4200.00,NYG
Jake Bobo,WR,4400.00,SEA
Sam Pinckney,WR,4000.00,CAR
Antoine Green,WR,4000.00,DET
Dyami Brown,WR,4600.00,WAS
Easop Winston Jr.,WR,4000.00,SEA
Thayer Thomas,WR,4000.00,MIN
Devin Carter,WR,4000.00,CAR
Romeo Doubs,WR,5600.00,GB
Deven Thompkins,WR,4100.00,CAR
John Stephens Jr.,WR,4000.00,DAL
Xavier Johnson,WR,4000.00,HOU
D.J. Montgomery,WR,4000.00,IND
Montrell Washington,WR,4000.00,KC
Keelan Doss,WR,4000.00,LV
Trey Knox,TE,4000.00,MIN
Elijah Higgins,TE,4600.00,ARI
Baylor Cupp,TE,4000.00,KC
Jared Wiley,TE,4000.00,KC
Stephen Carlson,TE,4000.00,CHI
Matt Orzech,TE,4000.00,GB
Leroy Watson IV,TE,4000.00,TEN
Donald Parham Jr.,TE,4000.00,DEN
Jesper Horsted,TE,4000.00,CAR
Jody Fortson Jr.,TE,4000.00,KC
Sam LaPorta,TE,5800.00,DET
Cade Stover,TE,4800.00,HOU
Dylan Leonard,TE,4000.00,DEN
Luke Musgrave,TE,4400.00,GB
Neal Johnson,TE,4000.00,MIN
Hayden Rucci,TE,4000.00,MIA
Theo Johnson,TE,4800.00,NYG
Adam Trautman,TE,4600.00,DEN
Ben Sinnott,TE,4100.00,WAS
AJ Barner,TE,4900.00,SEA
Tip Reiman,TE,4000.00,ARI
Jaheim Bell,TE,4000.00,NE
Michael Mayer,TE,4300.00,LV
Jordan Murray,TE,4000.00,NYG
Patrick Scales,TE,4000.00,CHI
Bernhard Seikovits,TE,4000.00,ARI
Shane Zylstra,TE,4500.00,DET
Brock Bowers,TE,7500.00,LV
Izaiah Gathings,TE,4000.00,KC
Ja'Tavion Sanders,TE,4900.00,CAR
Tucker Kraft,TE,5400.00,GB
Tanner Conner,TE,4000.00,MIA
Steven Stilianos,TE,4000.00,TEN
Nate Adkins,TE,4700.00,DEN
Chris Manhertz,TE,4100.00,NYG
Julian Hill,TE,4300.00,MIA
Tanner Taula,TE,4000.00,TB
Mason Pline,TE,4000.00,SF
Devon Garrison,TE,4000.00,SEA
Andrew DePaola,TE,4000.00,MIN
Mo Alie-Cox,TE,4400.00,IND
Logan Thomas,TE,4000.00,SF
Nick Vannett,TE,4200.00,TEN
Pharaoh Brown,TE,4300.00,SEA
Zach Ertz,TE,5300.00,WAS
Travis Kelce,TE,7200.00,KC
George Kittle,TE,7700.00,SF
Austin Hooper,TE,4900.00,NE
Johnny Mundt,TE,4300.00,MIN
Hunter Henry,TE,5200.00,NE
Durham Smythe,TE,4200.00,MIA
James Winchester,TE,4000.00,KC
David Wells,TE,4000.00,TB
Jonnu Smith,TE,5600.00,MIA
Jacob Hollister,TE,4000.00,CAR
Andrew Beck,TE,4000.00,GB
Tyler Ott,TE,4000.00,WAS
Dalton Schultz,TE,5500.00,HOU
Tommy Sweeney,TE,4000.00,CHI
Chris Myarick,TE,4000.00,HOU
Gerald Everett,TE,4200.00,CHI
Mitchell Fraboni,TE,4000.00,DEN
Parker Hesse,TE,4000.00,DET
Sammis Reyes,TE,4000.00,MIN
Tyler Davis,TE,4000.00,GB
Lawrence Cager,TE,4000.00,NYG
Tyler Mabry,TE,4000.00,SEA
Tyree Jackson,TE,4000.00,NYG
Josh Oliver,TE,4800.00,MIN
La'Michael Pettway,TE,4000.00,NE
Zach Gentry,TE,4000.00,LV
Mitchell Wilcox,TE,4000.00,NE
Marcedes Lewis,TE,4100.00,CHI
Ko Kieft,TE,4100.00,TB
Sean McKeon,TE,4000.00,IND
Hunter Kampmoyer,TE,4000.00,DEN
Feleipe Franks,TE,4000.00,CAR
Jack Stoll,TE,4000.00,MIA
Stephen Sullivan,TE,4000.00,CAR
Cole Fotheringham,TE,4000.00,LV
Harrison Bryant,TE,4200.00,LV
Trevon Wesco,TE,4000.00,LV
Kylen Granson,TE,4200.00,IND
Noah Fant,TE,5000.00,SEA
T.J. Hockenson,TE,6000.00,MIN
Ian Thomas,TE,4200.00,CAR
John Bates,TE,4200.00,WAS
Irv Smith Jr.,TE,4000.00,HOU
Eric Saubert,TE,4500.00,SF
Anthony Firkser,TE,4000.00,KC
Robert Tonyan,TE,4000.00,MIN
Curtis Hodges,TE,4000.00,CAR
Brevyn Spann-Ford,TE,4100.00,DAL
James Mitchell,TE,4000.00,DET
Dalton Keene,TE,4000.00,HOU
Lucas Krull,TE,4300.00,DEN
Josh Whyle,TE,4200.00,TEN
Brayden Willis,TE,4000.00,SF
Thomas Odukoya,TE,4000.00,TEN
Jack Westover,TE,4000.00,NE
Devin Culp,TE,4000.00,TB
Colson Yankoff,TE,4000.00,WAS
Cade Otton,TE,6600.00,TB
Thomas Yassmin,TE,4000.00,DEN
Jacob Warren,TE,4000.00,NE
Princeton Fant,TE,4000.00,DAL
Jelani Woods,TE,4000.00,IND
Sal Cannella,TE,4000.00,TB
John Samuel Shenker,TE,4000.00,LV
Brady Russell,TE,4000.00,SEA
Chig Okonkwo,TE,4700.00,TEN
Peyton Hendershot,TE,4000.00,KC
Ben Sims,TE,4200.00,GB
Jake Ferguson,TE,5900.00,DAL
Gerrit Prince,TE,4000.00,KC
Daniel Bellinger,TE,4100.00,NYG
Joel Wilson,TE,4000.00,CHI
Brock Wright,TE,5100.00,DET
Cole Kmet,TE,5100.00,CHI
Tommy Tremble,TE,4000.00,CAR
Geor'Quarius Spivey,TE,4000.00,KC
Luke Schoonmaker,TE,4500.00,DAL
Jake Tonges,TE,4300.00,SF
John FitzPatrick,TE,4000.00,GB
Trey McBride,TE,6700.00,ARI
Michael Ezeike,TE,4000.00,SEA
Greg Dulcich,TE,4000.00,DEN
Johnny Lumpkin,TE,4000.00,GB
David Martin-Robinson,TE,4000.00,TEN
Travis Vokolek,TE,4000.00,ARI
Teagan Quitoriano,TE,4200.00,HOU
Noah Gray,TE,5000.00,KC
Payne Durham,TE,4000.00,TB
Brevin Jordan,TE,4000.00,HOU
Will Mallory,TE,4000.00,IND
Cole Turner,TE,4000.00,WAS
Alec Holler,TE,4000.00,DAL
Messiah Swinson,TE,4000.00,GB
Ryan Miller,TE,4400.00,TB
Nick Muse,TE,4000.00,MIN
Chicago Bears,DF,3900.00,CHI
Dallas Cowboys,DF,3400.00,DAL
Denver Broncos,DF,5100.00,DEN
Detroit Lions,DF,4600.00,DET
Green Bay Packers,DF,4000.00,GB
Tennessee Titans,DF,3500.00,TEN
Indianapolis Colts,DF,3100.00,IND
Kansas City Chiefs,DF,4900.00,KC
Las Vegas Raiders,DF,3200.00,LV
Miami Dolphins,DF,4500.00,MIA
Minnesota Vikings,DF,4800.00,MIN
New England Patriots,DF,3700.00,NE
New York Giants,DF,3300.00,NYG
Arizona Cardinals,DF,3600.00,ARI
San Francisco 49ers,DF,4300.00,SF
Seattle Seahawks,DF,3800.00,SEA
Tampa Bay Buccaneers,DF,4400.00,TB
Washington Commanders,DF,5000.00,WAS
Carolina Panthers,DF,3000.00,CAR
Houston Texans,DF,4700.00,HOU
